subjectLabel,relation,objectLabel
Israel,founded by,David Ben-Gurion
Israel,highest judicial authority,Israeli Supreme Court
Israel,foundational text,Declaration of the Establishment of the State of Israel
Israel,archives at,Israel State Archives
Ireland,legislative body,Oireachtas
Ireland,currency,Euro
Ireland,continent,Europe
Ireland,flag,flag of Ireland
Ireland,follows,United Kingdom of Great Britain and Ireland
Ireland,head of state,Michael D. Higgins
Ireland,highest judicial authority,Supreme Court of Ireland
Ireland,capital,Dublin
Ireland,executive body,Government of Ireland
Ireland,head of government,Leo Varadkar
Israel,highest point,Mount Hermon
Israel,partially coincident with,Palestine
Israel,replaces,Mandatory Palestine
Israel,located in/on physical feature,Fertile Crescent
Israel,central bank,Bank of Israel
Dominican Republic,currency,Dominican peso
Israel,has cabinet,cabinet of Israel
Israel,office held by head of government,Prime Minister of Israel
Dominican Republic,flag,flag of Dominican Republic
Dominican Republic,continent,North America
Dominican Republic,capital,Santo Domingo
Dominican Republic,official language,Spanish
Israel,location of formation,Independence Hall
Dominican Republic,named after,Santo Domingo
Israel,participant in,War of Attrition
Dominica,named after,Sunday
Dominican Republic,head of state,Luis Abinader
Dominica,flag,flag of Dominica
Dominica,currency,Eastern Caribbean dollar
Dominican Republic,head of government,Luis Abinader
Dominica,follows,West Indies Federation
Dominica,official language,English
Dominica,legislative body,House of Assembly of Dominica
Dominica,capital,Roseau
Dominica,located in time zone,Atlantic Time Zone
Dominica,highest point,Morne Diablotins
Dominica,located in/on physical feature,Caribbean
Dominica,central bank,Eastern Caribbean Central Bank
Dominica,described by source,Encyclopædia Britannica 11th edition
Israel,head of state,Isaac Herzog
Israel,continent,Asia
Dominica,different from,Dominican Republic
Israel,official language,Hebrew
Israel,currency,new shekel
Ireland,replaces,Irish Free State
Ireland,office held by head of government,Taoiseach
Israel,head of government,Benjamin Netanyahu
Dominica,geography of topic,geography of Dominica
Ireland,central bank,Central Bank of Ireland
Israel,capital,Jerusalem
Ireland,highest point,Carrauntoohil
Israel,lowest point,Dead Sea
Ireland,history of topic,History of Ireland
Israel,different from,Land of Israel
Israel,production statistics,olive
Israel,history of topic,history of Israel
Israel,driving side,right
Israel,geography of topic,geography of Israel
Hungary,official language,Hungarian
Hungary,currency,forint
Hungary,flag,flag of Hungary
Hungary,continent,Europe
Hungary,head of government,Viktor Orbán
Hungary,head of state,Tamás Sulyok
Hungary,capital,Budapest
Hungary,named after,Hungarians
Hungary,legislative body,National Assembly
Hungary,executive body,Government of Hungary
Hungary,highest judicial authority,Constitutional Court of Hungary
Hungary,central bank,Hungarian National Bank
Hungary,highest point,Kékes
Hungary,located in/on physical feature,Central Europe
Hungary,significant event,Treaty of Trianon
Hungary,driving side,right
Hungary,railway traffic side,right
El Salvador,official language,Spanish
Hungary,history of topic,history of Hungary
Hungary,economy of topic,economy of Hungary
Hungary,different from,hunger
El Salvador,capital,San Salvador
El Salvador,legislative body,Legislative Assembly of El Salvador
El Salvador,flag,flag of El Salvador
El Salvador,head of government,Nayib Bukele
El Salvador,continent,North America
Norway,located in/on physical feature,Scandinavia
Norway,highest point,Galdhøpiggen
Costa Rica,continent,North America
Costa Rica,official language,Spanish
Costa Rica,flag,flag of Costa Rica
Costa Rica,currency,Costa Rican colón
Norway,has part(s),Hardangervidda
Costa Rica,capital,San José
El Salvador,head of state,Nayib Bukele
Costa Rica,head of government,Rodrigo Chaves
Costa Rica,legislative body,Legislative Assembly of Costa Rica
Dominica,head of state,Charles Savarin
Dominica,head of government,Roosevelt Skerrit
Costa Rica,head of state,Rodrigo Chaves
Dominica,continent,North America
Dominican Republic,located in/on physical feature,Caribbean
Dominican Republic,central bank,Central Bank of the Dominican Republic
Dominican Republic,lowest point,Lake Enriquillo
Dominican Republic,driving side,right
Dominican Republic,highest point,Pico Duarte
Yemen,flag,flag of Yemen
Dominican Republic,different from,Dominica
Spain,official religion,non-denominational
Iran,motto,Takbir
Iran,central bank,Central Bank of Iran
Spain,has cabinet,Council of Ministers of Spain
Iran,highest point,Damavand
Spain,economy of topic,economy of Spain
Iran,significant event,Iranian Revolution
Iran,participant in,Treaty of Gulistan
Spain,official language,Spanish
Spain,continent,Europe
Spain,capital,Madrid
Spain,flag,flag of Kingdom of Spain
Spain,anthem,Marcha Real
Spain,legislative body,Cortes Generales
Spain,head of state,Felipe VI of Spain
Spain,currency,Euro
Spain,executive body,Government of Spain
Spain,named after,Hispania
Iran,capital,Tehran
Spain,head of government,Pedro Sánchez
Iran,continent,Asia
Iran,official language,Persian
Iran,head of state,Ali Khamenei
Iran,currency,Iranian rial
Iran,basic form of government,unitary state
Iran,flag,flag of Iran
Iran,head of government,Masoud Pezeshkian
Iran,named after,Aryan
Iran,legislative body,Islamic Consultative Assembly
Spain,highest point,Teide
Spain,located in/on physical feature,Iberian Peninsula
Yemen,located in/on physical feature,Arabian Peninsula
Yemen,central bank,Central Bank of Yemen
Iran,lowest point,Caspian Sea
Iran,history of topic,history of Iran
Iran,geography of topic,geography of Iran
Iran,driving side,right
Iran,culture,culture of Iran
Iran,different from,Iran (Llesp)
Yemen,continent,Asia
Yemen,official language,Arabic
Spain,driving side,right
Yemen,currency,rial
Yemen,head of state,Rashad al-Alimi
Spain,history of topic,history of Spain
Spain,has part(s) of the class,autonomous community of Spain
Spain,geography of topic,geography of Spain
Spain,studied in,hispanism
Spain,culture,culture of Spain
United States of America,highest point,Denali
United States of America,central bank,Federal Reserve System
United States of America,office held by head of government,President of the United States
Jordan,flag,flag of Jordan
Jordan,named after,Jordan River
Jordan,legislative body,Parliament of Jordan
Jordan,replaces,Mandatory Palestine
Jordan,driving side,right
Jordan,central bank,Central Bank of Jordan
Jordan,lowest point,Dead Sea
Jordan,official symbol,Iris nigricans
Jordan,participant in,War of Attrition
Jordan,different from,Jordania
Jordan,highest point,Jabal Umm ad Dami
United States of America,capital,"Washington, D.C."
United States of America,named after,Americas
United States of America,head of state,Joe Biden
United States of America,currency,United States dollar
United States of America,official language,English
United States of America,main regulatory text,United States Constitution
United States of America,highest judicial authority,Supreme Court of the United States
United States of America,executive body,Federal Government of the United States
United States of America,top-level Internet domain,.us
United States of America,flag,flag of the United States of America
United States of America,coat of arms,Great Seal of the United States of America
United States of America,anthem,The Star-Spangled Banner
United States of America,part of,North America
United States of America,"has seal, badge, or sigil",Great Seal of the United States of America
United States of America,foundational text,United States Declaration of Independence
United States of America,said to be the same as,Union
Nicaragua,official language,Spanish
Nicaragua,basic form of government,republic
Nicaragua,continent,North America
Nicaragua,currency,Nicaraguan córdoba
Nicaragua,capital,Managua
Nicaragua,flag,flag of Nicaragua
Nicaragua,head of state,Daniel Ortega
Nicaragua,head of government,Daniel Ortega
Nicaragua,legislative body,National Assembly of Nicaragua
Belgium,continent,Europe
Belgium,head of government,Alexander De Croo
Belgium,currency,Euro
Belgium,flag,flag of Belgium
Belgium,located in or next to body of water,North Sea
Belgium,main regulatory text,Constitution of Belgium
Belgium,highest judicial authority,Constitutional Court of Belgium
Belgium,basic form of government,constitutional monarchy
Belgium,capital,City of Brussels
Belgium,executive body,Federal Government of Belgium
Belgium,head of state,Philippe of Belgium
Belgium,anthem,The Brabançonne
Belgium,patron saint,Joseph
Belgium,replaces,United Kingdom of the Netherlands
Belgium,located in/on physical feature,Western Europe
Belgium,central bank,National Bank of Belgium
Belgium,highest point,Signal de Botrange
Belgium,driving side,right
Belgium,participant in,Battle of the Lys
Belgium,significant event,Belgian Revolution
Belgium,history of topic,history of Belgium
Belgium,owner of,Meise Botanic Garden
Belgium,geography of topic,geography of Belgium
Belgium,official symbol,Papaver rhoeas
Kyrgyzstan,continent,Asia
Kyrgyzstan,currency,Kyrgyz som
Kyrgyzstan,capital,Bishkek
Kyrgyzstan,head of state,Sadyr Zhaparov
Kyrgyzstan,flag,flag of Kyrgyzstan
Kyrgyzstan,head of government,Akylbek Japarov
Kyrgyzstan,follows,Kirghiz Soviet Socialist Republic
Kyrgyzstan,highest point,Jengish Chokusu
Kyrgyzstan,driving side,right
Kyrgyzstan,central bank,National Bank of the Kyrgyz Republic
Kyrgyzstan,located in/on physical feature,Central Asia
Kyrgyzstan,lowest point,Kara Darya
United States of America,motto,In God We Trust
United States of America,present in work,The City on the Edge of Forever
United States of America,lowest point,Badwater Basin
United States of America,language used,English
United States of America,driving side,right
United States of America,studied in,American studies
United States of America,office held by head of state,President of the United States
United States of America,railway traffic side,right
United States of America,official symbol,Bald Eagle
United States of America,history of topic,history of the United States
United States of America,geography of topic,geography of the United States
United States of America,has part(s) of the class,U.S. state
United States of America,culture,culture of the United States
Nicaragua,replaces,Mosquito Coast
Nicaragua,central bank,Central Bank of Nicaragua
Lebanon,driving side,right
Nicaragua,driving side,right
United States of America,contains the statistical territorial entity,United States Minor Outlying Islands
Lebanon,history of topic,history of Lebanon
United States of America,economy of topic,economy of the United States
Finland,located in or next to body of water,Baltic Sea
Finland,legislative body,Parliament of Finland
Finland,highest judicial authority,Supreme Court of Finland
Finland,flag,flag of Finland
Finland,executive body,Finnish Government
Finland,patron saint,Henry
Laos,continent,Asia
Laos,official language,Lao
Laos,capital,Vientiane
Laos,currency,Lao kip
Laos,flag,flag of Laos
Laos,head of state,Thongloun Sisoulith
Laos,basic form of government,people's republic
Laos,legislative body,National Assembly
Laos,part of,Southeast Asia
Laos,highest point,Phou Bia
Laos,lowest point,Mekong River
Laos,central bank,Bank of the Lao P.D.R.
Laos,history of topic,history of Laos
Laos,driving side,right
Laos,different from,Popular Orthodox Rally
Laos,described by source,Encyclopædia Britannica 11th edition
Finland,central bank,Bank of Finland
Finland,public holiday,Independence Day
Finland,highest point,Halti
Finland,located in/on physical feature,Fennoscandia
Lebanon,capital,Beirut
Lebanon,continent,Asia
Lebanon,legislative body,Parliament of Lebanon
Lebanon,located in or next to body of water,Mediterranean Sea
Lebanon,official language,Arabic
Lebanon,head of state,Najib Mikati
Lebanon,currency,Lebanese pound
Lebanon,head of government,Hassan Diab
Lebanon,flag,flag of Lebanon
Lebanon,highest point,Qurnat as Sawda'
Lebanon,located in/on physical feature,Levant
Lebanon,central bank,Banque du Liban
Lebanon,lowest point,Mediterranean Sea
Finland,lowest point,Baltic Sea
Lebanon,described by source,Encyclopædia Britannica 11th edition
Maldives,central bank,Maldives Monetary Authority
Maldives,lowest point,Indian Ocean
Sweden,capital,Stockholm
Maldives,described by source,Encyclopædia Britannica 11th edition
Sweden,official language,Swedish
Sweden,flag,flag of Sweden
Sweden,head of state,Carl XVI Gustaf of Sweden
Sweden,continent,Europe
Maldives,located in/on physical feature,South Asia
Sweden,currency,Swedish krona
Sweden,executive body,Government of Sweden
Sweden,named after,Swedes
Sweden,legislative body,Parliament of Sweden
Sweden,anthem,"Du gamla, du fria"
Sweden,head of government,Ulf Kristersson
Maldives,capital,Malé
Maldives,shares border with,United Kingdom
Maldives,currency,Maldivian rufiyaa
Maldives,continent,Asia
Maldives,religion or worldview,Sunni Islam
Maldives,official language,Maldivian
Maldives,flag,flag of Maldives
Maldives,head of state,Mohamed Muizzu
Maldives,head of government,Mohamed Muizzu
El Salvador,highest point,Cerro El Pital
El Salvador,lowest point,Pacific Ocean
El Salvador,central bank,Central Reserve Bank of El Salvador
El Salvador,driving side,right
Jordan,official language,Arabic
Jordan,capital,Amman
Jordan,continent,Asia
Jordan,currency,Jordanian dinar
Jordan,head of state,Abdullah II of Jordan
Jordan,head of government,Bisher Al-Khasawneh
Yemen,lowest point,Arabian Sea
Yemen,history of topic,history of Yemen
Yemen,driving side,right
Kyrgyzstan,railway traffic side,right
United States of America,continent,North America
Finland,currency,Euro
Finland,capital,Helsinki
United States of America,head of government,Joe Biden
Finland,anthem,Maamme
Finland,named after,Finns
Finland,head of government,Petteri Orpo
Finland,continent,Europe
Finland,railway traffic side,right
Finland,head of state,Alexander Stubb
Finland,driving side,right
Finland,history of topic,history of Finland
Finland,economy of topic,economy of Finland
Finland,different from,Vinland
Malaysia,continent,Asia
Malaysia,official language,Malay
Malaysia,flag,flag of Malaysia
Malaysia,basic form of government,constitutional monarchy
Malaysia,capital,Kuala Lumpur
Malaysia,currency,Malaysian ringgit
Malaysia,head of state,Ibrahim Iskandar of Johor
Malaysia,head of government,Anwar Ibrahim
Malaysia,central bank,Bank Negara Malaysia
Malaysia,replaces,Federation of Malaya
Malaysia,foods traditionally associated,nasi lemak
Malaysia,highest point,Mount Kinabalu
Malaysia,lowest point,Indian Ocean
Malaysia,different from,Melanesia
Malaysia,office held by head of government,Prime Minister of Malaysia
Denmark,continent,Europe
Denmark,head of government,Mette Frederiksen
Denmark,capital,Copenhagen
Denmark,official language,Danish
Denmark,flag,flag of Denmark
Denmark,currency,Danish krone
Denmark,basic form of government,constitutional monarchy
Denmark,head of state,Frederik X of Denmark
Denmark,located in the administrative territorial entity,Kingdom of Denmark
Myanmar,official language,Burmese
Denmark,legislative body,Folketing
Myanmar,continent,Asia
Myanmar,flag,flag of Myanmar
Myanmar,capital,Naypyidaw
Myanmar,currency,kyat
Myanmar,basic form of government,republic
Denmark,country,Kingdom of Denmark
Myanmar,head of government,Min Aung Hlaing
Sweden,located in/on physical feature,Scandinavia
Sweden,highest point,Kebnekaise
Sweden,central bank,Sveriges Riksbank
Sweden,lowest point,Kristianstad
Sweden,driving side,right
Sweden,railway traffic side,right
Sweden,studied in,Scandinavian studies
Myanmar,located in/on physical feature,Southeast Asia
Myanmar,part of,Southeast Asia
Myanmar,highest point,Hkakabo Razi
Myanmar,central bank,Central Bank of Myanmar
Myanmar,lowest point,Indian Ocean
Denmark,public holiday,Yule
Poland,official language,Polish
Myanmar,driving side,right
Poland,continent,Europe
Denmark,located in/on physical feature,Scandinavia
Poland,flag,flag of Poland
Poland,head of government,Donald Tusk
Poland,currency,złoty
Poland,capital,Warsaw
Poland,highest judicial authority,Supreme Court of Poland
Poland,main regulatory text,Constitution of Poland
Poland,anthem,Poland Is Not Yet Lost
Poland,head of state,Andrzej Duda
Nepal,continent,Asia
Nepal,capital,Kathmandu
Nepal,head of government,Pushpa Kamal Dahal
Nepal,flag,flag of Nepal
Nepal,currency,Nepalese rupee
Nepal,official language,Nepali
Denmark,highest point,Møllehøj
Nepal,basic form of government,federal republic
Denmark,central bank,Danmarks Nationalbank
Denmark,history of topic,history of Denmark
Denmark,driving side,right
Denmark,lowest point,Lammefjord
Denmark,different from,Kingdom of Denmark
Lithuania,patron saint,Saint Casimir
Nepal,executive body,Government of Nepal
Lithuania,located in/on physical feature,Baltic states
Nepal,twinned administrative body,Toyota
Lithuania,central bank,Bank of Lithuania
Lithuania,highest point,Aukštojas Hill
Poland,central bank,Narodowy Bank Polski
Lithuania,described by source,Brockhaus and Efron Encyclopedic Dictionary
Poland,highest point,Rysy
Poland,office held by head of government,Prime Minister of Poland
Poland,described by source,Encyclopædia Britannica 11th edition
Nepal,highest point,Mount Everest
Nepal,public holiday,Republic Day
Poland,history of topic,history of Poland
Nepal,part of,South Asia
Poland,office held by head of state,President of the Republic of Poland
Poland,driving side,right
Poland,different from,Polish People's Republic
Nepal,central bank,Nepal Rastra Bank
Nepal,replaces,Kingdom of Nepal
Poland,railway traffic side,right
Oman,flag,flag of Oman
Oman,continent,Asia
Oman,currency,Omani rial
Oman,official language,Arabic
Oman,basic form of government,absolute monarchy
Oman,capital,Muscat
Oman,head of state,Haitham bin Tarik Al Said
Oman,head of government,Haitham bin Tarik Al Said
Oman,located in/on physical feature,Arabian Peninsula
Oman,central bank,Central Bank of Oman
Oman,highest point,Jebel Shams
Oman,replaces,Oman proper
Oman,driving side,right
Oman,different from,Muscat and Oman
Oman,history of topic,history of Oman
Italy,continent,Europe
Italy,official language,Italian
Italy,anthem,Il Canto degli Italiani
Italy,capital,Rome
Italy,flag,flag of Italy
Italy,currency,Euro
Italy,executive body,Government of Italy
Italy,head of government,Giorgia Meloni
Italy,main regulatory text,Constitution of Italy
Italy,follows,Kingdom of Italy
Italy,legislative body,Italian Parliament
Italy,named after,Roman Italy
Italy,head of state,Sergio Mattarella
Pakistan,continent,Asia
Pakistan,head of state,Asif Ali Zardari
Pakistan,capital,Islamabad
Pakistan,flag,flag of Pakistan
Pakistan,currency,Pakistani rupee
Pakistan,twinned administrative body,Tsushima
Pakistan,executive body,Government of Pakistan
Pakistan,basic form of government,federal republic
Pakistan,highest judicial authority,Supreme Court of Pakistan
Pakistan,head of government,Shehbaz Sharif
Italy,highest point,Mont Blanc
Italy,shape,boot
Italy,central bank,Bank of Italy
Italy,replaces,Kingdom of Italy
Italy,office held by head of government,Prime Minister of Italy
Italy,driving side,right
Italy,geography of topic,geography of Italy
Italy,office held by head of state,President of Italy
Italy,history of topic,history of Italy
Italy,economy of topic,economy of Italy
Qatar,capital,Doha
Qatar,flag,flag of Qatar
Qatar,official language,Arabic
Qatar,currency,Qatari riyal
Qatar,legislative body,Consultative Assembly of Qatar
Qatar,continent,Asia
Qatar,head of state,Tamim bin Hamad Al Thani
Qatar,basic form of government,constitutional monarchy
Qatar,located in/on physical feature,Middle East
Qatar,highest point,Qurayn Abu al Bawl
Qatar,has part(s),Doha
Saudi Arabia,head of government,Salman bin Abdulaziz Al Saud
Malaysia,part of,Southeast Asia
Denmark,economy of topic,economy of Denmark
Denmark,railway traffic side,right
Denmark,has cabinet,Cabinet of Denmark
Lithuania,basic form of government,semi-presidential system
Lithuania,currency,Euro
Lithuania,located in or next to body of water,Baltic Sea
Lithuania,official language,Lithuanian
Lithuania,continent,Europe
Lithuania,flag,flag of Lithuania
Lithuania,executive body,Government of Lithuania
Lithuania,capital,Vilnius
Lithuania,legislative body,Seimas
Lithuania,head of government,Ingrida Šimonytė
Lithuania,railway traffic side,right
Lithuania,head of state,Gitanas Nausėda
Lithuania,driving side,right
Pakistan,lowest point,Arabian Sea
Pakistan,located in/on physical feature,South Asia
Pakistan,highest point,K2
Pakistan,replaces,British Raj
Pakistan,central bank,State Bank of Pakistan
Saudi Arabia,official language,Arabic
Saudi Arabia,continent,Asia
Saudi Arabia,capital,Riyadh
Saudi Arabia,flag,flag of Saudi Arabia
Saudi Arabia,currency,Saudi riyal
Saudi Arabia,religion or worldview,wahhabism
Saudi Arabia,head of state,Salman bin Abdulaziz Al Saud
Saudi Arabia,located in/on physical feature,Arabian Peninsula
Saudi Arabia,central bank,Saudi Central Bank
Syria,official language,Arabic
Syria,continent,Asia
Syria,located in or next to body of water,Mediterranean Sea
Syria,flag,flag of Syria
Syria,basic form of government,semi-presidential system
Syria,head of state,Bashar al-Assad
Syria,currency,Syrian pound
Syria,legislative body,People's Assembly of Syria
Syria,located in/on physical feature,Levant
Syria,central bank,Central Bank of Syria
Syria,highest point,Mount Hermon
Syria,participant in,War of Attrition
Sri Lanka,currency,Sri Lankan rupee
Sri Lanka,continent,Asia
Sri Lanka,located in or next to body of water,Indian Ocean
Sri Lanka,flag,flag of Sri Lanka
Sri Lanka,legislative body,Parliament of Sri Lanka
Sri Lanka,head of government,Ranil Wickremesinghe
Sri Lanka,head of state,Ranil Wickremesinghe
Sri Lanka,highest point,Pidurutalagala
Sri Lanka,has part(s),history of Sri Lanka
Austria,currency,Euro
Austria,continent,Europe
Austria,head of government,Karl Nehammer
Austria,capital,Vienna
Austria,head of state,Alexander Van der Bellen
Austria,named after,east
Austria,flag,flag of Austria
Austria,highest judicial authority,Constitutional Court of Austria
Austria,basic form of government,semi-presidential system
Austria,executive body,Austrian Federal Government
Austria,legislative body,Austrian Parliament
Austria,anthem,"Land der Berge, Land am Strome"
Austria,replaces,Austria-Hungary
Austria,highest point,Grossglockner
Austria,described by source,Encyclopædia Britannica 11th edition
Austria,lowest point,Neusiedl Lake
Austria,central bank,Austrian National Bank
Austria,driving side,right
Austria,visitor center,Austrian National Tourist Office
Austria,has characteristic,democracy
Austria,history of topic,history of Austria
Greece,capital,Athens
Greece,flag,flag of Greece
Greece,currency,Euro
Greece,located in or next to body of water,Mediterranean Sea
Greece,anthem,Hymn to Liberty
Greece,continent,Europe
Greece,highest judicial authority,Court of Cassation
Greece,legislative body,Hellenic Parliament
Greece,named after,Greeks
Greece,executive body,Government of Greece
Greece,ethnic group,Greeks
Greece,head of state,Katerina Sakellaropoulou
Greece,head of government,Kyriakos Mitsotakis
Tajikistan,head of state,Emomali Rahmon
Tajikistan,capital,Dushanbe
Tajikistan,continent,Asia
Tajikistan,flag,flag of Tajikistan
Tajikistan,currency,Tajikistani somoni
Tajikistan,head of government,Kokhir Rasulzoda
Tajikistan,basic form of government,presidential system
Tajikistan,located in/on physical feature,Central Asia
Tajikistan,highest point,Ismoil Somoni Peak
Turkey,official language,Turkish
Turkey,continent,Asia
Turkey,head of state,Recep Tayyip Erdoğan
Turkey,capital,Ankara
Turkey,currency,Turkish lira
Turkey,anthem,İstiklâl Marşı
Turkey,head of government,Recep Tayyip Erdoğan
Turkey,flag,flag of Turkey
Turkey,legislative body,Grand National Assembly of Turkey
Republic of China,continent,Asia
Republic of China,capital,Taipei
Republic of China,flag,flag of the Republic of China
Republic of China,currency,New Taiwan dollar
Republic of China,anthem,National Anthem of the Republic of China
Republic of China,executive body,Executive Yuan
Republic of China,head of government,Cho Jung-tai
Republic of China,head of state,Lai Ching-te
Republic of China,part of,East Asia
Republic of China,central bank,Central Bank of the Republic of China
Republic of China,history of topic,history of Taiwan
Republic of China,driving side,right
Republic of China,territory claimed by,People's Republic of China
Republic of China,highest point,Yushan Main Peak
Tajikistan,lowest point,Syr Darya
Greece,highest point,Mount Olympus
Tajikistan,driving side,right
Tajikistan,railway traffic side,right
Greece,central bank,Bank of Greece
Greece,history of topic,history of Greece
Greece,driving side,right
Greece,different from,Anaxagoras
Thailand,continent,Asia
Thailand,basic form of government,constitutional monarchy
Thailand,official language,Thai
Thailand,currency,baht
Thailand,capital,Bangkok
Thailand,head of state,Vajiralongkorn
Thailand,head of government,Paetongtarn Shinawatra
Thailand,flag,flag of Thailand
Thailand,executive body,Government of Thailand
