subjectLabel,relation,objectLabel
Q.E.D.,author,Motohiro Katou
Lupin the 3rd vs Detective Conan,intended public,shōnen
Zukkoke Knight - Don De La Mancha,language of work or name,Japanese
Lupin the 3rd vs Detective Conan,country of origin,Japan
Digimon Adventure Tri. 6,instance of,anime
Lupin the 3rd vs Detective Conan,form of creative work,feature film
Lupin the 3rd vs Detective Conan,production company,TMS Entertainment
Q.E.D.,language of work or name,Japanese
Holo no Graffiti,narrative location,Japan
Holo no Graffiti,country of origin,Japan
Q.E.D.,genre,detective fiction
"Papa Datte, Shitai",instance of,anime
Holo no Graffiti,original language of film or TV show,Japanese
Lupin the 3rd vs Detective Conan,screenwriter,Atsushi Maekawa
Holo no Graffiti,distributed by,Google
Voice of Fox,instance of,anime
Lupin the 3rd vs Detective Conan,voice actor,Kanichi Kurita
Lupin the 3rd vs Detective Conan,director,Hajime Kamegaki
Holo no Graffiti,producer,Hololive Production
Schick x Evangelion,original language of film or TV show,Japanese
Schick x Evangelion,director,Hideaki Anno
Holo no Graffiti,genre,parody
Holo no Graffiti,main subject,VTuber
Idol Land PriPara,part of the series,Pretty Rhythm
Idol Land PriPara,original language of film or TV show,Japanese
Holo no Graffiti,production company,Hololive Production
Holo no Graffiti,publisher,Hololive Production
Schick x Evangelion,country of origin,Japan
Idol Land PriPara,country of origin,Japan
Schick x Evangelion,advertises,Schick
Schick x Evangelion,screenwriter,Hideaki Anno
Holo no Graffiti,language of work or name,Japanese
Schick x Evangelion,voice actor,Fumihiko Tachiki
Harlock Saga,instance of,anime
Schick x Evangelion,media franchise,Neon Genesis Evangelion
Power DoLLS: Detachment of Limited Line Service,publisher,Kogado Studio
Power DoLLS: Detachment of Limited Line Service,developer,Kogado Studio
W Wish,distribution format,DVD
W Wish,country of origin,Japan
W Wish,original language of film or TV show,Japanese
Holo no Graffiti,instance of,anime
W Wish,developer,PrincessSoft
Power DoLLS: Detachment of Limited Line Service,genre,turn-based tactics
Burglars of Baghdad Castle,country of origin,Japan
W Wish,language of work or name,Japanese
W Wish,game mode,single-player video game
Burglars of Baghdad Castle,color,black-and-white
Cat Soup Theater,genre,anime
Burglars of Baghdad Castle,fabrication method,cutout animation
Burglars of Baghdad Castle,director,Noburō Ōfuji
Burglars of Baghdad Castle,based on,The Thief of Bagdad
Aki Sora,original language of film or TV show,Japanese
Cat Soup Theater,after a work by,Nekojiru
Aki Sora,country of origin,Japan
Cat Soup Theater,country of origin,Japan
Cat Soup Theater,language of work or name,Japanese
Cat Soup Theater,original language of film or TV show,Japanese
Aki Sora,author,Masahiro Itosugi
Aki Sora,language of work or name,Japanese
Armitage III: Poly Matrix,country of origin,Japan
Hello Kitty: Stump Village,original language of film or TV show,Japanese
Armitage III: Poly Matrix,original language of film or TV show,Japanese
Hello Kitty: Stump Village,country of origin,Japan
Armitage III: Poly Matrix,director,Takuya Satō
Ranma ½ One Grew Over the Kuno's Nest,production company,Kitty Films
Ranma ½ One Grew Over the Kuno's Nest,original language of film or TV show,Japanese
Ranma ½ One Grew Over the Kuno's Nest,country of origin,Japan
Ranma ½ One Grew Over the Kuno's Nest,based on,Ranma ½
Armitage III: Poly Matrix,language of work or name,Japanese
Hello Kitty: Stump Village,language of work or name,Japanese
Armitage III: Poly Matrix,genre,cyberpunk
Ranma ½ One Grew Over the Kuno's Nest,main subject,high school student
Ranma ½ One Grew Over the Kuno's Nest,distributed by,Dynit
The Rebirth of Buddha,country of origin,Japan
The Rebirth of Buddha,original language of film or TV show,Japanese
The Rebirth of Buddha,production company,Group TAC
Ranma ½ One Grew Over the Kuno's Nest,director,Junji Nishimura
Burglars of Baghdad Castle,instance of,anime
Cat Soup Theater,instance of,anime
The Rebirth of Buddha,creator,IRH Press
The Rebirth of Buddha,director,Takaaki Ishiyama
Aki Sora,instance of,anime
The Rebirth of Buddha,art director,Masaru Sato
Lupin VIII,country of origin,Japan
The Rebirth of Buddha,screenwriter,Hiroshi
Chō Supercar Gattiger,follows,The Great Grape Ape Show
The Rebirth of Buddha,executive producer,Ryūhō Ōkawa
Lupin VIII,production company,TMS Entertainment
Lupin VIII,language of work or name,Japanese
The Rebirth of Buddha,after a work by,Ryūhō Ōkawa
Lupin VIII,director,Rintaro
The Rebirth of Buddha,distributed by,Toei Company
Chō Supercar Gattiger,original language of film or TV show,Japanese
Chō Supercar Gattiger,language of work or name,Japanese
Hello Kitty: Stump Village,instance of,anime
Chō Supercar Gattiger,original broadcaster,TV Tokyo
Chō Supercar Gattiger,country of origin,Japan
The Rebirth of Buddha,character designer,Masami Suda
Demon Beast Invasion,country of origin,Japan
Ehrgeiz,original language of film or TV show,Japanese
Demon Beast Invasion,original language of film or TV show,Japanese
Armitage III: Poly Matrix,instance of,anime
Aikatsu on Parade!,country of origin,Japan
Five Numbers!,original language of film or TV show,Japanese
Bible Black,game mode,single-player video game
Aikatsu on Parade!,original language of film or TV show,Japanese
Ehrgeiz,country of origin,Japan
Bible Black,country of origin,Japan
Ehrgeiz,genre,mecha
Aikatsu on Parade!,production company,Bandai Namco Pictures
Jankenman,country of origin,Japan
Aikatsu on Parade!,publisher,Bandai
Demon Beast Invasion,genre,hentai
Demon Beast Invasion,author,Toshio Maeda
Bible Black,distribution format,compact disc
Aikatsu on Parade!,language of work or name,Japanese
Doraemon: Nobita and the Green Giant Legend,original language of film or TV show,Japanese
Doraemon: Nobita and the Green Giant Legend,country of origin,Japan
Bible Black,language of work or name,Japanese
Jankenman,platform,Game Boy
Doraemon: Nobita and the Green Giant Legend,main subject,house cat
Kowarekake no Orgel,original language of film or TV show,Japanese
Chō Supercar Gattiger,instance of,anime
Doraemon: Nobita and the Green Giant Legend,distributed by,Toho
Lupin VIII,instance of,anime
Doraemon: Nobita and the Green Giant Legend,followed by,Doraemon: The Record of Nobita's Spaceblazer
Rescue Me!,intended public,shōnen
Doraemon: Nobita and the Green Giant Legend,screenwriter,Hiroshi Ōnogi
Jankenman,genre,action game
Doraemon: Nobita and the Green Giant Legend,follows,Doraemon: Nobita's New Great Adventure into the Underworld – The Seven Magic Users
Doraemon: Nobita and the Green Giant Legend,film editor,Toshihiko Kojima
Doraemon: Nobita and the Green Giant Legend,director,Ayumu Watanabe
Kowarekake no Orgel,director,Keiichiro Kawaguchi
Euphoria,country of origin,Japan
Euphoria,input device,computer keyboard
Rescue Me!,author,Makita Keiharu
Euphoria,original language of film or TV show,Japanese
Euphoria,distribution format,DVD
Demon Beast Invasion,instance of,anime
Euphoria,publisher,CLOCKUP
Euphoria,game mode,single-player video game
Peeping Life,original language of film or TV show,Japanese
Euphoria,language of work or name,Japanese
Euphoria,developer,CLOCKUP
Ehrgeiz,instance of,anime
Peeping Life,distribution format,video on demand
Running Boy: Star Soldier no Himitsu,original language of film or TV show,Japanese
Peeping Life,distributed by,Crunchyroll
Running Boy: Star Soldier no Himitsu,country of origin,Japan
Tesagure! Bukatsu-mono,country of origin,Japan
Tesagure! Bukatsu-mono,composer,Jun Ōtomo
Tesagure! Bukatsu-mono,distributed by,Crunchyroll
Giovanni's Island,distributed by,Warner Bros.
Tesagure! Bukatsu-mono,distribution format,video on demand
Five Numbers!,instance of,anime
Tesagure! Bukatsu-mono,director,Tatsuki
Rescue Me!,instance of,anime
Giovanni's Island,country of origin,Japan
Giovanni's Island,production company,Production I.G
Giovanni's Island,screenwriter,Yoshiki Sakurai
Giovanni's Island,director,Mizuho Nishikubo
Giovanni's Island,producer,Mitsuhisa Ishikawa
IDOLM@STER SideM,input device,touchscreen
IDOLM@STER SideM,distribution format,video on demand
"Yanbo, Ninbo and Tonbo",instance of,anime
Tabimachi Late Show,original language of film or TV show,Japanese
Pan de Peace!,distribution format,video on demand
Pan de Peace!,country of origin,Japan
Tabimachi Late Show,country of origin,Japan
This Boy Is a Professional Wizard,country of origin,Japan
Kowarekake no Orgel,instance of,anime
Tabimachi Late Show,distributed by,Crunchyroll
Gakuen Handsome,distribution format,video on demand
Gakuen Handsome,original language of film or TV show,Japanese
Peeping Life,instance of,anime
Gakuen Handsome,distributed by,Crunchyroll
Pan de Peace!,language of work or name,Japanese
Gakuen Handsome,country of origin,Japan
Pan de Peace!,distributed by,Crunchyroll
This Boy Is a Professional Wizard,distribution format,video on demand
Tabimachi Late Show,distribution format,video on demand
Gakuen Handsome,genre,dating sim
This Boy Is a Professional Wizard,original language of film or TV show,Japanese
Running Boy: Star Soldier no Himitsu,instance of,anime
This Boy Is a Professional Wizard,distributed by,Crunchyroll
Kurokan,distributed by,Crunchyroll
Double Hard,distributed by,Crunchyroll
Kurokan,author,Norifusa Mita
Kurokan,language of work or name,Japanese
Tenshi no Drop,intended public,shōnen
YōYō no Neko Tsumami,original language of film or TV show,Japanese
Tesagure! Bukatsu-mono,instance of,anime
Kurokan,distribution format,video on demand
Kurokan,country of origin,Japan
This Boy Is a Professional Wizard,language of work or name,Japanese
YōYō no Neko Tsumami,country of origin,Japan
Double Hard,distribution format,video on demand
THE LIFE OF GREAT HERMES,country of origin,Japan
Tenshi no Drop,country of origin,Japan
Tenshi no Drop,author,Chizuna Nakajima
Horror News,distribution format,video on demand
Horror News,distributed by,Crunchyroll
THE LIFE OF GREAT HERMES,original language of film or TV show,Japanese
THE LIFE OF GREAT HERMES,author,Ryūhō Ōkawa
Tenshi no Drop,language of work or name,Japanese
THE LIFE OF GREAT HERMES,distributed by,Toei Company
THE LIFE OF GREAT HERMES,language of work or name,Japanese
Tabimachi Late Show,instance of,anime
THE LIFE OF GREAT HERMES,production company,SONY PCL
THE LIFE OF GREAT HERMES,director,Tetsuo Imazawa
THE LIFE OF GREAT HERMES,executive producer,Ryūhō Ōkawa
Crimson Wolf,language of work or name,Japanese
THE LIFE OF GREAT HERMES,art director,Tatsuya Kushida
Crimson Wolf,country of origin,Japan
Kurokan,instance of,anime
Pan de Peace!,instance of,anime
This Boy Is a Professional Wizard,instance of,anime
The Black Cat,country of origin,Japan
THE LIFE OF GREAT HERMES,creator,IRH Press
Tenshi no Drop,instance of,anime
Rinshi!! Ekoda-chan,language of work or name,Japanese
The Black Cat,color,black-and-white
YōYō no Neko Tsumami,instance of,anime
The Black Cat,original language of film or TV show,Japanese
Crimson Wolf,director,Shōichi Masuo
Double Hard,instance of,anime
Chain Chronicle,country of origin,Japan
The Black Cat,director,Noburō Ōfuji
The Black Cat,genre,animated film
Chain Chronicle,publisher,Sega
Chain Chronicle,performer,Aya Uchida
Horror News,instance of,anime
Chain Chronicle,input device,touchscreen
Chain Chronicle,developer,Sega Interactive
Chain Chronicle,distribution format,video on demand
IDOLM@STER SideM,character designer,Haruko Iizuka
Chain Chronicle,genre,J-pop
IDOLM@STER SideM,business model,free-to-play
The Laws of the Sun,country of origin,Japan
The Laws of the Sun,followed by,The Golden Laws
Crimson Wolf,instance of,anime
The Laws of the Sun,author,Ryūhō Ōkawa
Kiitaro's Yokai Picture Diary,distributed by,Crunchyroll
The Laws of the Sun,original language of film or TV show,Japanese
Kiitaro's Yokai Picture Diary,distribution format,video on demand
The Laws of the Sun,language of work or name,Japanese
This Boy Suffers from Crystallization,distributed by,Crunchyroll
This Boy Suffers from Crystallization,original language of film or TV show,Japanese
JK-Meshi!,original language of film or TV show,Japanese
Doamaiger D,original language of film or TV show,Japanese
This Boy Suffers from Crystallization,language of work or name,Japanese
JK-Meshi!,distributed by,Crunchyroll
This Boy Suffers from Crystallization,distribution format,video on demand
This Boy Suffers from Crystallization,country of origin,Japan
Doamaiger D,distributed by,Crunchyroll
Doamaiger D,distribution format,video on demand
Rinshi!! Ekoda-chan,instance of,anime
To Be Hero,language of work or name,Japanese
To Be Hero,distributed by,Crunchyroll
This Boy Suffers from Crystallization,director,Sōbi Yamamoto
To Be Hero,country of origin,Japan
To Be Hero,followed by,To Be Heroine
To Be Hero,distribution format,video on demand
Fairy Dick,instance of,anime
To Be Hero,main subject,alien invasion
Don't Lose!! Evil Corps!,original language of film or TV show,Japanese
The Black Cat,instance of,anime
JK-Meshi!,distribution format,video on demand
To Be Hero,genre,comedy
Don't Lose!! Evil Corps!,distribution format,video on demand
Hitorijime My Hero,country of origin,Japan
Love Rice,distributed by,Crunchyroll
Love Rice,distribution format,video on demand
Love Rice,original language of film or TV show,Japanese
Don't Lose!! Evil Corps!,distributed by,Crunchyroll
Kiitaro's Yokai Picture Diary,instance of,anime
Hitorijime My Hero,genre,yaoi
JK-Meshi!,instance of,anime
Doamaiger D,instance of,anime
Don't Lose!! Evil Corps!,instance of,anime
To Be Hero,instance of,anime
Love Rice,instance of,anime
Hitorijime My Hero,instance of,anime
