subjectLabel,relation,objectLabel
Transient acantholytic dermatosis,health specialty,dermatology
AIDS-related lymphoma,subclass of,lymphoma
AIDS-related complex,subclass of,human immunodeficiency virus infectious disease
Transient acantholytic dermatosis,subclass of,acantholysis
abdominal compartment syndrome,health specialty,emergency medicine
developmental disability,different from,intellectual disability
foodborne illness,described by source,Encyclopædia Britannica 11th edition
foodborne illness,has cause,food contaminant
dysplasia,health specialty,oncology
nipple discharge,facet of,women's health
dysarthria,drug or therapy used for treatment,clonazepam
persistent pupillary membrane,health specialty,ophthalmology
nipple discharge,health specialty,gynaecology
foodborne illness,subclass of,intoxication
Pigmented purpuric dermatosis,health specialty,dermatology
dysplasia,subclass of,congenital abnormality
esophageal squamous cell carcinoma,subclass of,carcinoma
persistent pupillary membrane,subclass of,pupil disorder
diabetic nephropathy,genetic association,ACE
pigmented spindle cell nevus,subclass of,melanocytic nevus
Platybasia,health specialty,rheumatology
pigmented spindle cell nevus,health specialty,oncology
Platybasia,subclass of,craniofacial abnormality
stable angina,health specialty,cardiology
acne keloidalis nuchae,health specialty,dermatology
splenomegaly,subclass of,splenic disease
splenomegaly,anatomical location,spleen
poorly differentiated thyroid cancer,genetic association,RBM10
poorly differentiated thyroid cancer,health specialty,oncology
splenomegaly,health specialty,general surgery
granuloma,different from,granulation tissue
stupor,drug or therapy used for treatment,mesocarb
poorly differentiated thyroid cancer,subclass of,thyroid cancer
posterior ischemic optic neuropathy,health specialty,ophthalmology
granuloma,health specialty,dermatology
ear canal atresia,genetic association,TSHZ1
granuloma,subclass of,lymphoproliferative disorders
posterior reversible encephalopathy syndrome,health specialty,neurology
ear canal atresia,subclass of,external ear malformation
posterior reversible encephalopathy syndrome,subclass of,hypertensive encephalopathy
posterior ischemic optic neuropathy,subclass of,ischemic optic neuropathy
coxa vara,health specialty,medical genetics
persecutory delusion,subclass of,delusion
xanthoma,subclass of,metabolic disease
thought disorder,subclass of,mental disorder
fecal incontinence,statement is subject of,encopresis
fecal incontinence,health specialty,gastroenterology
periodontal abscess,health specialty,dentistry
Acne miliaris necrotica,health specialty,dermatology
fecal incontinence,subclass of,digestive sign
staphylococcal meningitis,health specialty,neurology
Lymphangiectasia,health specialty,angiology
periodontal abscess,subclass of,dental abscess
Prurigo simplex,health specialty,dermatology
pseudoneurotic schizophrenia,health specialty,psychiatry
tonsillolith,subclass of,mouth disease
Prurigo simplex,subclass of,prurigo
dermatochalasis,health specialty,medical genetics
dermatochalasis,genetic association,ATP6V0A2
Adnexal and skin appendage neoplasms,health specialty,oncology
colorectal polyp,health specialty,gastroenterology
Adnexal and skin appendage neoplasms,subclass of,tumor
alphavirus infections,has cause,infection
alphavirus infections,health specialty,infectious diseases
dermatochalasis,subclass of,eyelid disease
nocturnal enuresis,drug or therapy used for treatment,mesocarb
aboulia,afflicts,human
nocturnal enuresis,described by source,Brockhaus and Efron Encyclopedic Dictionary
aboulia,described by source,Brockhaus and Efron Encyclopedic Dictionary
alphavirus infections,subclass of,Togaviridae infectious disease
pulmonary injury,health specialty,pulmonology
alternariosis,has cause,infection
diffuse esophageal spasm,health specialty,gastroenterology
pyogenic liver abscess,health specialty,gastroenterology
diffuse esophageal spasm,subclass of,esophageal disease
anopsia,health specialty,ophthalmology
anopsia,afflicts,visual field
anopsia,medical examination,visual field test
alternariosis,subclass of,fungal infectious disease
inferiority complex,named by,Alfred Adler
inferiority complex,subclass of,self-hatred
conduction aphasia,health specialty,neurology
pyogenic liver abscess,subclass of,liver abscess
anopsia,subclass of,vision disorder
conduction aphasia,subclass of,aphasia
tapeworm infection,health specialty,infectious diseases
hepatosplenomegaly,health specialty,gastroenterology
stenosing tenosynovitis,health specialty,rheumatology
procrastination,subclass of,failure
achlorhydria,health specialty,gastroenterology
stenosing tenosynovitis,subclass of,tenosynovitis
metrorrhagia,health specialty,gynaecology
bile acid malabsorption,genetic association,SLC10A2
blastocystosis,has cause,Blastocystis hominis
konzo,symptoms and signs,ataxia
blastocystosis,health specialty,infectious diseases
konzo,has cause,ingestion
konzo,health specialty,emergency medicine
aspergilloma,health specialty,infectious diseases
blastocystosis,subclass of,parasitic protozoa infectious disease
angiomatosis,health specialty,cardiology
growth hormone deficiency,genetic association,GH1
growth hormone deficiency,health specialty,endocrinology
trichilemmoma,subclass of,skin neoplasm
growth hormone deficiency,subclass of,dwarfism
auditory neuropathy,afflicts,cochlear nerve
auditory neuropathy,genetic association,DIAPH3
dust mite allergy,health specialty,emergency medicine
dust mite allergy,afflicts,Homo sapiens
auditory neuropathy,subclass of,peripheral neuropathy
squamous intraepithelial lesion of the cervix,subclass of,intraepithelial neoplasia
dust mite allergy,subclass of,allergy
sleeprunning,health specialty,sleep medicine
African horse sickness,has cause,African horse sickness virus
African horse sickness,subclass of,horse disease
sleeprunning,subclass of,parasomnia
hypovolemia,health specialty,emergency medicine
hypovolemia,opposite of,hypervolemia
long covid,subclass of,COVID-19
urogenital neoplasm,health specialty,oncology
long covid,has cause,COVID-19
brain herniation,subclass of,brain injury
laryngospasm,health specialty,pulmonology
hypovolemia,subclass of,hematopoietic system disease
bone neoplasm,anatomical location,bone
bone neoplasm,health specialty,oncology
laryngospasm,subclass of,laryngeal disease
talipes,health specialty,rheumatology
Agalactia,health specialty,obstetrics
calcifying odontogenic cyst,subclass of,odontogenic cyst
talipes,subclass of,foot deformity
alveolitis,health specialty,pulmonology
pulmonary cryptococcosis,health specialty,infectious diseases
pulmonary cryptococcosis,drug or therapy used for treatment,5-fluorocytosine
multiple fracture,subclass of,bone fracture
alveolitis,subclass of,extrinsic allergic alveolitis
mesothelial neoplasm,subclass of,glandular and epithelial neoplasm
mucoepidermoid tumor,subclass of,"cystic, mucinous, and serous neoplasms"
perinatal disease,health specialty,pediatrics
cerebrospinal fluid leak,health specialty,neurology
cerebrospinal fluid leak,has cause,blunt trauma
acute abdomen,health specialty,gastroenterology
perinatal disease,subclass of,congenital disorder
cerebrospinal fluid leak,drug or therapy used for treatment,epidural blood patch
endemic African Kaposi's sarcoma,health specialty,oncology
cerebrospinal fluid leak,subclass of,Extravasation
tension headache,health specialty,neurology
aluminosis,subclass of,pneumoconiosis
tension headache,medical examination,physical examination
glomus jugulare tumor,health specialty,oncology
glomus jugulare tumor,subclass of,paraganglioma
chronic traumatic encephalopathy,said to be the same as,Dementia pugilistica
empyema,subclass of,suppuration
traumatic brain stem hemorrhage,subclass of,traumatic intracranial hemorrhage
enterohaemorrhagic Escherichia coli infection,has cause,infection
enterohaemorrhagic Escherichia coli infection,health specialty,infectious diseases
border disease,subclass of,Flaviviridae infectious disease
congenital melanocytic nevus,subclass of,melanocytic nevus
erythroderma,health specialty,dermatology
corneal perforation,subclass of,corneal damage
coronary occlusion,health specialty,cardiology
convergence insufficiency,subclass of,ocular motility disease
coronary occlusion,subclass of,chronic arterial occlusive disease
steatosis,has effect,fatty liver disease
steatosis,field of work,gastroenterology
ototoxicity,subclass of,toxicity
air embolism,different from,decompression sickness
erythroderma,subclass of,erythema
air embolism,afflicts,diver
"hypothyroidism, congenital, nongoitrous",subclass of,congenital hypothyroidism
tubo-ovarian abscess,facet of,women's health
alcohol withdrawal seizure,health specialty,neurology
border disease,has cause,infection
enzootic bovine leukosis,has cause,infection
crystal arthropathy,health specialty,rheumatology
crystal arthropathy,subclass of,arthropathy
Micromastia,health specialty,medical genetics
Micromastia,genetic association,PTPRF
"cystic, mucinous, and serous neoplasms",subclass of,glandular and epithelial neoplasm
Micromastia,subclass of,breast disease
"intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked",genetic association,FLNA
fibroepithelial neoplasms,health specialty,oncology
radiation sickness,partially coincident with,radiation injury
fat necrosis,subclass of,necrosis
radiation sickness,has cause,ionizing radiation
fibroepithelial neoplasms,subclass of,complex and mixed tumor
"zinc deficiency, transient neonatal",genetic association,SLC30A2
hepatic porphyria,health specialty,endocrinology
Lev's disease,genetic association,SCN5A
congenital torticollis,medical condition,orthopedics
Lev's disease,subclass of,third-degree atrioventricular block
congenital torticollis,health specialty,medical genetics
pulmonic stenosis,subclass of,cardiovascular disease
hemangioendothelioma,health specialty,oncology
streptococcal infection,health specialty,infectious diseases
streptococcal infection,has cause,infection
hyperphenylalaninemia,health specialty,endocrinology
hookworm disease,drug or therapy used for treatment,imidacloprid
hookworm disease,subclass of,parasitic helminthiasis infectious disease
hookworm disease,health specialty,infectious diseases
hyperphenylalaninemia,genetic association,QDPR
acanthocheilonemiasis,health specialty,infectious diseases
acanthocheilonemiasis,has cause,infection
precursor B-cell lymphoblastic leukemia,health specialty,oncology
hypoestrogenism,health specialty,endocrinology
acanthocheilonemiasis,subclass of,mansonelliasis
hypoestrogenism,opposite of,estrogen excess
hypoestrogenism,subclass of,ovarian dysfunction
