topic,subject,relation,object,question,output_llama_2_7b_chat_hf,eval_llama_2_7b_chat_hf,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_disease,herpesviral encephalitis,genetic association,TLR3,What is the genetic association of herpesviral encephalitis?,Herpesviral,0.0,"['TLR3', 'Herpesviral', 'TLR4', 'TLR2']",Which gene is associated with herpesviral encephalitis?,A. TLR2  B. Herpesviral  C. TLR3  D. TLR4,C,Is TLR3 the genetic association of herpesviral encephalitis?,Is Herpesviral the genetic association of herpesviral encephalitis?,What is a common symptom of herpesviral encephalitis?,What condition is genetically associated with TLR3?,What is the function of the gene associated with herpesviral encephalitis?,TLR3 is involved in the immune response to viral infections.,Which chromosome is the gene associated with herpesviral encephalitis located on?,Chromosome 4,What is the length of the chromosome that contains the gene associated with herpesviral encephalitis?,Approximately 191 million base pairs,How many genes are approximately located on the chromosome that contains the gene associated with herpesviral encephalitis?,"Approximately 1,000 to 1,200 genes",What is the name of another gene located on the same chromosome as the gene associated with herpesviral encephalitis?,PDGFRA
health_disease,Helicobacter pylori infectious disease,drug or therapy used for treatment,clarithromycin,What is the drug or therapy used for treatment of Helicobacter pylori infectious disease?,Antibiotics,0.0,"['clarithromycin', 'Antibiotics', 'amoxicillin', 'metronidazole']",Which medication is used to treat Helicobacter pylori infectious disease?,A. amoxicillin  B. clarithromycin  C. Antibiotics  D. metronidazole,B,Is clarithromycin used for the treatment of Helicobacter pylori infectious disease?,Is Antibiotics used for the treatment of Helicobacter pylori infectious disease?,What type of bacteria is Helicobacter pylori?,What condition is treated with clarithromycin?,What is the mechanism of action of the drug or therapy used for treatment of Helicobacter pylori infectious disease?,Inhibition of bacterial protein synthesis,Which bacterial component is targeted by the mechanism of action of the drug or therapy used for treatment of Helicobacter pylori infectious disease?,Ribosome,What is the function of the bacterial component targeted by the mechanism of action of the drug or therapy used for treatment of Helicobacter pylori infectious disease?,Protein synthesis,Which cellular process is disrupted by the inhibition of the function of the bacterial component targeted by the mechanism of action of the drug or therapy used for treatment of Helicobacter pylori infectious disease?,Translation,What is the ultimate effect on the bacterial cell due to the disruption of the cellular process by the inhibition of the function of the bacterial component targeted by the mechanism of action of the drug or therapy used for treatment of Helicobacter pylori infectious disease?,Bacterial cell death
health_disease,hyperphenylalaninemia,genetic association,QDPR,What is the genetic association of hyperphenylalaninemia?,Hyperphenylalaninemia,0.0,"['QDPR', 'Hyperphenylalaninemia', 'PAH', 'GCH1']",Which gene is associated with hyperphenylalaninemia?,A. QDPR  B. Hyperphenylalaninemia  C. GCH1  D. PAH,A,Is QDPR the genetic association of hyperphenylalaninemia?,Is Hyperphenylalaninemia the genetic association of hyperphenylalaninemia?,What is a common symptom of hyperphenylalaninemia?,What condition is genetically associated with QDPR?,What is the function of the gene associated with hyperphenylalaninemia?,It encodes the enzyme dihydropteridine reductase.,What is the role of the enzyme encoded by the gene associated with hyperphenylalaninemia?,The enzyme is involved in the regeneration of tetrahydrobiopterin.,Which metabolic pathway involves the enzyme that is encoded by the gene associated with hyperphenylalaninemia?,The phenylalanine hydroxylation pathway.,What is the primary function of the phenylalanine hydroxylation pathway that involves the enzyme encoded by the gene associated with hyperphenylalaninemia?,The conversion of phenylalanine to tyrosine.,What is the consequence of a defect in the phenylalanine hydroxylation pathway that involves the enzyme encoded by the gene associated with hyperphenylalaninemia?,Accumulation of phenylalanine leading to hyperphenylalaninemia.
health_disease,Micromastia,genetic association,PTPRF,What is the genetic association of Micromastia?,Micromastia: Genetic association with Turner syndrome,0.0,"['PTPRF', 'Micromastia: Genetic association with Turner syndrome', 'BRCA1', 'TP53']",Which gene is associated with Micromastia?,A. PTPRF  B. Micromastia: Genetic association with Turner syndrome  C. TP53  D. BRCA1,A,Is PTPRF genetically associated with Micromastia?,Is Micromastia genetically associated with Turner syndrome?,What is a common symptom or characteristic of Micromastia?,What condition is PTPRF genetically associated with?,What is the function of the gene that is genetically associated with Micromastia?,PTPRF is involved in cell signaling and regulation of cell growth and differentiation.,Which chromosome is the gene that is genetically associated with Micromastia located on?,Chromosome 1,What is the total number of genes located on the chromosome that contains the gene genetically associated with Micromastia?,"Approximately 2,000 genes",What is the length of the chromosome that contains the gene genetically associated with Micromastia?,About 249 million base pairs,In which year was the chromosome that contains the gene genetically associated with Micromastia fully sequenced?,2006
health_disease,pervasive developmental disorder not otherwise specified,studied in,psychiatry,What was pervasive developmental disorder not otherwise specified studied in?,Brain,0.0,"['psychiatry', 'Brain', 'neurology', 'psychology']",In which field was pervasive developmental disorder not otherwise specified researched?,A. psychiatry  B. neurology  C. psychology  D. Brain,A,Was pervasive developmental disorder not otherwise specified studied in psychiatry?,Was pervasive developmental disorder not otherwise specified studied in Brain?,What is a common symptom associated with pervasive developmental disorder not otherwise specified?,What disorder is studied in psychiatry?,Who is a notable psychiatrist that studied pervasive developmental disorder not otherwise specified?,Leo Kanner,What is a significant contribution of the notable psychiatrist who studied pervasive developmental disorder not otherwise specified?,Describing early infantile autism,In which year did the notable psychiatrist who studied pervasive developmental disorder not otherwise specified describe early infantile autism?,1943,Which institution was the notable psychiatrist affiliated with when they described early infantile autism in 1943?,Johns Hopkins Hospital,In which city is the institution located where the notable psychiatrist was affiliated when they described early infantile autism in 1943?,Baltimore
health_disease,ovarian neoplasm,health specialty,oncology,What is the health specialty of ovarian neoplasm?,Gynecology,0.0,"['Oncology', 'Gynecology', 'Cardiology', 'Neurology']",Which medical specialty deals with ovarian neoplasm?,A. Gynecology  B. oncology  C. Cardiology  D. Neurology,B,Is oncology the health specialty of ovarian neoplasm?,Is gynecology the health specialty of ovarian neoplasm?,What is a common symptom associated with ovarian neoplasm?,What type of neoplasm is associated with oncology?,What is a common treatment method used in the health specialty of ovarian neoplasm?,Chemotherapy,What is a common side effect of the treatment method used in the health specialty of ovarian neoplasm?,Hair loss,What is a common medication used to manage the side effect of the treatment method in the health specialty of ovarian neoplasm?,Minoxidil,Which company manufactures the common medication used to manage the side effect of the treatment method in the health specialty of ovarian neoplasm?,Johnson & Johnson,In which country is the company located that manufactures the common medication used to manage the side effect of the treatment method in the health specialty of ovarian neoplasm?,United States
health_disease,bleeding gums,health specialty,oral and maxillofacial surgery,What is the health specialty of bleeding gums?,Periodontology,0.0,"['oral and maxillofacial surgery', 'Periodontology', 'Dentistry', 'Orthodontics']",Which medical field deals with bleeding gums?,A. oral and maxillofacial surgery  B. Orthodontics  C. Periodontology  D. Dentistry,A,Is oral and maxillofacial surgery the health specialty for bleeding gums?,Is Periodontology the health specialty for bleeding gums?,What is a common symptom associated with bleeding gums?,What condition is treated by oral and maxillofacial surgery?,What is a common procedure performed in the health specialty of bleeding gums?,Tooth extraction,"What is a common reason for a tooth extraction, a procedure performed in the health specialty of bleeding gums?",Severe tooth decay,"What is a common symptom of severe tooth decay, a reason for a tooth extraction, a procedure performed in the health specialty of bleeding gums?",Toothache,"What is a common over-the-counter medication used to alleviate a toothache, a symptom of severe tooth decay, a reason for a tooth extraction, a procedure performed in the health specialty of bleeding gums?",Ibuprofen,"What is a common side effect of taking ibuprofen, an over-the-counter medication used to alleviate a toothache, a symptom of severe tooth decay, a reason for a tooth extraction, a procedure performed in the health specialty of bleeding gums?",Stomach upset
health_disease,respiratory tract infection,afflicts,respiratory tract,What does respiratory tract infection afflict?,Lungs,0.0,"['respiratory tract', 'Lungs', 'heart', 'stomach']",Which part of the body is affected by a respiratory tract infection?,A. heart  B. Lungs  C. stomach  D. respiratory tract,D,Does a respiratory tract infection afflict the respiratory tract?,Does a respiratory tract infection afflict the Lungs?,What is a common symptom of a respiratory tract infection?,What afflicts the respiratory tract?,What is a common symptom of the condition that respiratory tract infection afflicts?,Cough,What is a common over-the-counter medication used to treat the symptom of the condition that respiratory tract infection afflicts?,Cough syrup,What is a common active ingredient in the over-the-counter medication used to treat the symptom of the condition that respiratory tract infection afflicts?,Dextromethorphan,Which pharmaceutical company manufactures a popular brand of the over-the-counter medication that contains the active ingredient used to treat the symptom of the condition that respiratory tract infection afflicts?,Pfizer,In which country is the headquarters of the pharmaceutical company located that manufactures a popular brand of the over-the-counter medication containing the active ingredient used to treat the symptom of the condition that respiratory tract infection afflicts?,United States
health_disease,vitamin D deficiency,health specialty,endocrinology,What is the health specialty of vitamin D deficiency?,Bone,0.0,"['endocrinology', 'Bone', 'cardiology', 'neurology']",Which medical specialty deals with vitamin D deficiency?,A. neurology  B. endocrinology  C. Bone  D. cardiology,B,Is endocrinology the health specialty of vitamin D deficiency?,Is Bone the health specialty of vitamin D deficiency?,What is a common symptom of vitamin D deficiency?,What condition is associated with the health specialty of endocrinology?,What is a common treatment for the health specialty of vitamin D deficiency?,Vitamin D supplements,What is a common side effect of the treatment for the health specialty of vitamin D deficiency?,Hypercalcemia,What is a symptom of the common side effect of the treatment for the health specialty of vitamin D deficiency?,Nausea,What is a common remedy for the symptom of the common side effect of the treatment for the health specialty of vitamin D deficiency?,Hydration,What is a common source of hydration for the remedy of the symptom of the common side effect of the treatment for the health specialty of vitamin D deficiency?,Water
health_disease,hookworm disease,drug or therapy used for treatment,imidacloprid,What is the drug or therapy used for treatment of hookworm disease?,Albendazole,0.0,"['imidacloprid', 'Albendazole', 'Mebendazole', 'Pyrantel']",Which medication is utilized to treat hookworm disease?,A. Pyrantel  B. Albendazole  C. imidacloprid  D. Mebendazole,C,Is imidacloprid the drug or therapy used for treatment of hookworm disease?,Is Albendazole the drug or therapy used for treatment of hookworm disease?,What is a common symptom of hookworm disease?,What condition is treated with imidacloprid?,What is the mechanism of action of the drug or therapy used for treatment of hookworm disease?,Imidacloprid acts as an insect neurotoxin by binding to nicotinic acetylcholine receptors.,"Which company developed the drug or therapy used for treatment of hookworm disease, and what is its mechanism of action?","Bayer developed imidacloprid, which acts as an insect neurotoxin by binding to nicotinic acetylcholine receptors.","In which country is the company that developed the drug or therapy used for treatment of hookworm disease headquartered, and what is its mechanism of action?","Germany is where Bayer, the company that developed imidacloprid, is headquartered. Imidacloprid acts as an insect neurotoxin by binding to nicotinic acetylcholine receptors.","What is the capital city of the country where the company that developed the drug or therapy used for treatment of hookworm disease is headquartered, and what is its mechanism of action?","Berlin is the capital city of Germany, where Bayer, the company that developed imidacloprid, is headquartered. Imidacloprid acts as an insect neurotoxin by binding to nicotinic acetylcholine receptors.","What is the population of the capital city of the country where the company that developed the drug or therapy used for treatment of hookworm disease is headquartered, and what is its mechanism of action?","The population of Berlin, the capital city of Germany where Bayer is headquartered, is approximately 3.6 million. Imidacloprid acts as an insect neurotoxin by binding to nicotinic acetylcholine receptors."
health_disease,stupor,drug or therapy used for treatment,mesocarb,What is the drug or therapy used for treatment of stupor?,Benzodiazepines,0.0,"['mesocarb', 'Benzodiazepines', 'Amphetamine', 'Methylphenidate']",Which drug or therapy is utilized to treat stupor?,A. Amphetamine  B. mesocarb  C. Benzodiazepines  D. Methylphenidate,B,Is mesocarb the drug or therapy used for treatment of stupor?,Is Benzodiazepines the drug or therapy used for treatment of stupor?,What is a common symptom associated with stupor?,What condition is treated with mesocarb?,What is the mechanism of action of the drug or therapy used for treatment of stupor?,Dopamine reuptake inhibitor,Which neurotransmitter is primarily affected by the mechanism of action of the drug or therapy used for treatment of stupor?,Dopamine,Which part of the brain is most influenced by the neurotransmitter primarily affected by the mechanism of action of the drug or therapy used for treatment of stupor?,Basal ganglia,What is the primary function of the part of the brain most influenced by the neurotransmitter primarily affected by the mechanism of action of the drug or therapy used for treatment of stupor?,Motor control,Which neurological disorder is associated with dysfunction in the primary function of the part of the brain most influenced by the neurotransmitter primarily affected by the mechanism of action of the drug or therapy used for treatment of stupor?,Parkinson's disease
health_disease,osteoid osteoma,health specialty,oncology,What is the health specialty of osteoid osteoma?,Pain management,0.0,"['Oncology', 'Pain management', 'Cardiology', 'Neurology']",Which medical specialty deals with osteoid osteoma?,A. oncology  B. Pain management  C. Neurology  D. Cardiology,A,Is the health specialty of osteoid osteoma oncology?,Is the health specialty of osteoid osteoma pain management?,What type of tumor is an osteoid osteoma?,What condition is associated with the health specialty of oncology?,What is a common treatment method used in the health specialty of osteoid osteoma?,Radiofrequency ablation,What is the success rate of the common treatment method used in the health specialty of osteoid osteoma?,Approximately 90%,What is the recovery time after the common treatment method used in the health specialty of osteoid osteoma?,A few days to a week,What is a common symptom that might lead to the use of the common treatment method in the health specialty of osteoid osteoma?,"Severe pain, especially at night",What is a common diagnostic tool used to identify the symptom that might lead to the use of the common treatment method in the health specialty of osteoid osteoma?,CT scan
health_disease,amoebic dysentery,health specialty,infectious diseases,What is the health specialty of amoebic dysentery?,Intestinal,0.0,"['Infectious diseases', 'Intestinal', 'Gastroenterology', 'Immunology']",Which medical specialty deals with amoebic dysentery?,A. Immunology  B. infectious diseases  C. Gastroenterology  D. Intestinal,B,Is the health specialty of amoebic dysentery infectious diseases?,Is the health specialty of amoebic dysentery intestinal?,What type of organism causes amoebic dysentery?,What condition is associated with the health specialty of infectious diseases?,Who is a notable specialist in the health specialty of amoebic dysentery?,Dr. Anthony Fauci,Which institution is the notable specialist in the health specialty of amoebic dysentery affiliated with?,National Institute of Allergy and Infectious Diseases (NIAID),In which city is the institution located that the notable specialist in the health specialty of amoebic dysentery is affiliated with?,Bethesda,In which state is the city located where the institution that the notable specialist in the health specialty of amoebic dysentery is affiliated with?,Maryland,In which country is the state located where the city is situated that contains the institution the notable specialist in the health specialty of amoebic dysentery is affiliated with?,United States
health_disease,hepatic porphyria,health specialty,endocrinology,What is the health specialty of hepatic porphyria?,Gastroenterology,0.0,"['Endocrinology', 'Gastroenterology', 'Hematology', 'Neurology']",Which medical specialty deals with hepatic porphyria?,A. Neurology  B. endocrinology  C. Hematology  D. Gastroenterology,B,Is the health specialty of hepatic porphyria endocrinology?,Is the health specialty of hepatic porphyria gastroenterology?,What organ is primarily affected by hepatic porphyria?,Which condition is associated with the health specialty of endocrinology?,Who is a notable endocrinologist specializing in the health specialty of hepatic porphyria?,Bruce W. Hollis,Which university is associated with the notable endocrinologist specializing in the health specialty of hepatic porphyria?,Medical University of South Carolina,In which city is the university associated with the notable endocrinologist specializing in the health specialty of hepatic porphyria located?,Charleston,In which state is the city located where the university associated with the notable endocrinologist specializing in the health specialty of hepatic porphyria is situated?,South Carolina,In which country is the state located where the city is situated that contains the university associated with the notable endocrinologist specializing in the health specialty of hepatic porphyria?,United States
health_disease,Morton's neuroma,health specialty,neurology,What is the health specialty of Morton's neuroma?,Foot,0.0,"['neurology', 'Foot', 'Podiatry', 'Orthopedics']",Which medical specialty deals with Morton's neuroma?,A. Orthopedics  B. Podiatry  C. Foot  D. neurology,D,Is the health specialty of Morton's neuroma neurology?,Is the health specialty of Morton's neuroma Foot?,What part of the body is commonly affected by Morton's neuroma?,What condition is associated with the health specialty of neurology?,What is a common treatment for the health specialty of Morton's neuroma?,Corticosteroid injections,What is a potential side effect of the common treatment for the health specialty of Morton's neuroma?,Infection,What is a common symptom that might lead to the common treatment for the health specialty of Morton's neuroma?,Pain in the ball of the foot,What type of footwear is often recommended to alleviate the common symptom that might lead to the common treatment for the health specialty of Morton's neuroma?,Wide-toed shoes,What is a common material used in the type of footwear often recommended to alleviate the common symptom that might lead to the common treatment for the health specialty of Morton's neuroma?,Leather
health_disease,torsion dystonia,genetic association,TOR1A,What is the genetic association of torsion dystonia?,Genetic,0.0,"['TOR1A', 'Genetic', 'Dystonia', 'DYT1']",Which gene is associated with torsion dystonia?,A. Genetic  B. DYT1  C. TOR1A  D. Dystonia,C,Is TOR1A the genetic association of torsion dystonia?,Is Genetic the genetic association of torsion dystonia?,What is a common symptom of torsion dystonia?,What condition is genetically associated with TOR1A?,What is the function of the gene associated with torsion dystonia?,"TOR1A encodes for the protein torsinA, which is involved in the proper functioning of the endoplasmic reticulum and nuclear envelope.",What is the cellular location of the protein encoded by the gene associated with torsion dystonia?,"The protein torsinA, encoded by TOR1A, is located in the endoplasmic reticulum and nuclear envelope.",What is the role of the endoplasmic reticulum where the protein encoded by the gene associated with torsion dystonia is located?,"The endoplasmic reticulum is involved in protein folding, modification, and transport.",Which cellular process is affected by the malfunction of the endoplasmic reticulum where the protein encoded by the gene associated with torsion dystonia is located?,Protein folding and quality control processes are affected by the malfunction of the endoplasmic reticulum.,What disease can result from the malfunction of protein folding and quality control processes in the endoplasmic reticulum where the protein encoded by the gene associated with torsion dystonia is located?,Diseases such as torsion dystonia and other neurodegenerative disorders can result from the malfunction of these processes.
health_disease,clavicle fracture,risk factor,smoking,What is the risk factor of clavicle fracture?,Age,0.0,"['Smoking', 'Age', 'Diet', 'Exercise']",What is a contributing factor to a clavicle fracture?,A. Diet  B. smoking  C. Age  D. Exercise,B,Is smoking a risk factor for a clavicle fracture?,Is age a risk factor for a clavicle fracture?,What is a common symptom of a clavicle fracture?,What condition is smoking a risk factor for?,What is a common health condition associated with the risk factor of clavicle fracture?,lung cancer,What is a common treatment for the health condition associated with the risk factor of clavicle fracture?,chemotherapy,What is a common side effect of the treatment for the health condition associated with the risk factor of clavicle fracture?,nausea,What is a common medication used to manage the side effect of the treatment for the health condition associated with the risk factor of clavicle fracture?,ondansetron,What is the mechanism of action of the medication used to manage the side effect of the treatment for the health condition associated with the risk factor of clavicle fracture?,serotonin receptor antagonist
