topic,subject,relation,object,question,output_llama_2_7b_chat_hf,eval_llama_2_7b_chat_hf,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
places_landmark,Sistine Chapel,architect,Baccio Pontelli,Who does Sistine Chapel architect?,Michelangelo,0.0,"['Baccio Pontelli', 'Michelangelo', 'Leonardo da Vinci', 'Donato Bramante']",Who is the architect of the Sistine Chapel?,A. Leonardo da Vinci  B. Michelangelo  C. Donato Bramante  D. Baccio Pontelli,D,Is Baccio Pontelli the architect of the Sistine Chapel?,Is Michelangelo the architect of the Sistine Chapel?,What famous ceiling painting is located in the Sistine Chapel?,Which building was designed by Baccio Pontelli?,Who was the architect of the Sistine Chapel?,Giovannino de' Dolci,Which famous artist painted the ceiling of the chapel designed by the architect of the Sistine Chapel?,Michelangelo,In which city is the chapel located that has a ceiling painted by the artist who worked on the chapel designed by the architect of the Sistine Chapel?,Vatican City,In which country is the city located that contains the chapel with a ceiling painted by the artist who worked on the chapel designed by the architect of the Sistine Chapel?,Vatican City,What is the official language of the country where the city is located that contains the chapel with a ceiling painted by the artist who worked on the chapel designed by the architect of the Sistine Chapel?,Latin
places_landmark,Hyatt Regency Paris Etoile,made from material,concrete,What is the made from material of Hyatt Regency Paris Etoile?,Steel,0.0,"['concrete', 'Steel', 'glass', 'wood']",What material is the Hyatt Regency Paris Etoile constructed from?,A. glass  B. wood  C. Steel  D. concrete,D,Is the Hyatt Regency Paris Etoile made from concrete?,Is the Hyatt Regency Paris Etoile made from Steel?,In which city is the Hyatt Regency Paris Etoile located?,Which building is made from concrete?,What is the primary material used in the construction of the Hyatt Regency Paris Etoile?,Concrete,What is a common use of the primary material used in the construction of the Hyatt Regency Paris Etoile?,Building construction,What is a key ingredient in the production of the primary material used in the construction of the Hyatt Regency Paris Etoile?,Cement,Which mineral is a primary component of the key ingredient in the production of the primary material used in the construction of the Hyatt Regency Paris Etoile?,Limestone,In which type of geological formation is the primary component of the key ingredient in the production of the primary material used in the construction of the Hyatt Regency Paris Etoile commonly found?,Sedimentary rock formations
places_landmark,Frankfurt Zoological Garden,board member,Bernhard Grzimek,Who is the board member of Frankfurt Zoological Garden?,Dr. Andreas von Schoeler,0.0,"['Bernhard Grzimek', 'Dr. Andreas von Schoeler', 'Klaus Töpfer', 'Angela Merkel']",Who serves as the board member of Frankfurt Zoological Garden?,A. Angela Merkel  B. Klaus Töpfer  C. Bernhard Grzimek  D. Dr. Andreas von Schoeler,C,Is Bernhard Grzimek the board member of Frankfurt Zoological Garden?,Is Dr. Andreas von Schoeler the board member of Frankfurt Zoological Garden?,What is a famous attraction at the Frankfurt Zoological Garden?,Which organization does Bernhard Grzimek serve as a board member?,Who is a notable board member of the Frankfurt Zoological Garden?,Bernhard Grzimek,What is the title of a famous book written by a notable board member of the Frankfurt Zoological Garden?,Serengeti Shall Not Die,Which national park is prominently featured in the famous book written by a notable board member of the Frankfurt Zoological Garden?,Serengeti National Park,In which country is the national park located that is prominently featured in the famous book written by a notable board member of the Frankfurt Zoological Garden?,Tanzania,What is the capital city of the country where the national park is located that is prominently featured in the famous book written by a notable board member of the Frankfurt Zoological Garden?,Dodoma
places_landmark,Mälsåker House,architectural style,baroque architecture,What is the architectural style of Mälsåker House?,Modern,0.0,"['baroque architecture', 'Modern', 'Gothic architecture', 'Renaissance architecture']",Which architectural style does Mälsåker House feature?,A. baroque architecture  B. Renaissance architecture  C. Gothic architecture  D. Modern,A,Is the architectural style of Mälsåker House baroque architecture?,Is the architectural style of Mälsåker House Modern?,In which country is Mälsåker House located?,Which house is designed in the baroque architectural style?,Who was the architect of the Mälsåker House?,Nicodemus Tessin the Elder,What other famous building was designed by the architect of the Mälsåker House?,Drottningholm Palace,In which city is the famous building located that was designed by the architect of the Mälsåker House?,Stockholm,What is the name of the royal family that resides in the city where the famous building designed by the architect of the Mälsåker House is located?,The Swedish Royal Family,Who is the current monarch of the royal family that resides in the city where the famous building designed by the architect of the Mälsåker House is located?,King Carl XVI Gustaf
places_landmark,White House,operator,National Park Service,What is the operator of White House?,Chief of Staff,0.0,"['National Park Service', 'Chief of Staff', 'Secret Service', 'Department of the Interior']",Who operates the White House?,A. Department of the Interior  B. Chief of Staff  C. National Park Service  D. Secret Service,C,Is the National Park Service the operator of the White House?,Is the Chief of Staff the operator of the White House?,What is the primary residence of the President of the United States?,What does the National Park Service operate?,Who is the current operator of the White House?,National Park Service,Which department oversees the operator of the White House?,United States Department of the Interior,Who is the current Secretary of the department that oversees the operator of the White House?,Deb Haaland,Which university did the current Secretary of the department that oversees the operator of the White House attend for their undergraduate studies?,University of New Mexico,In which city is the university located where the current Secretary of the department that oversees the operator of the White House attended for their undergraduate studies?,Albuquerque
places_landmark,"St Martin-in-the-Fields, Westminster",associated electoral district,Cities of London and Westminster,"What is the associated electoral district of St Martin-in-the-Fields, Westminster?",St Martin-in-the-Fields,0.0,"['Cities of London and Westminster', 'St Martin-in-the-Fields', 'Westminster North', 'Holborn and St Pancras']","Which electoral district is St Martin-in-the-Fields, Westminster associated with?",A. Westminster North  B. Cities of London and Westminster  C. Holborn and St Pancras  D. St Martin-in-the-Fields,B,"Is the associated electoral district of St Martin-in-the-Fields, Westminster Cities of London and Westminster?","Is the associated electoral district of St Martin-in-the-Fields, Westminster St Martin-in-the-Fields?","What is a famous landmark located near St Martin-in-the-Fields, Westminster?",Which location is associated with the electoral district Cities of London and Westminster?,"Who is the current Member of Parliament for the associated electoral district of St Martin-in-the-Fields, Westminster?",Nickie Aiken,"Which political party does the current Member of Parliament for the associated electoral district of St Martin-in-the-Fields, Westminster belong to?",Conservative Party,"Who is the leader of the political party that the current Member of Parliament for the associated electoral district of St Martin-in-the-Fields, Westminster belongs to?",Rishi Sunak,"Which university did the leader of the political party that the current Member of Parliament for the associated electoral district of St Martin-in-the-Fields, Westminster belongs to attend?",University of Oxford,"What is the name of the college at the University of Oxford that the leader of the political party, which the current Member of Parliament for the associated electoral district of St Martin-in-the-Fields, Westminster belongs to, attended?",Lincoln College
places_landmark,Alcazaba of Málaga,commissioned by,Hammudid dynasty,Who was Alcazaba of Málaga commissioned by?,King Ferdinand III of Castile,0.0,"['Hammudid dynasty', 'King Ferdinand III of Castile', 'Almohad Caliphate', 'Nasrid dynasty']",Who ordered the construction of the Alcazaba of Málaga?,A. Hammudid dynasty  B. Almohad Caliphate  C. Nasrid dynasty  D. King Ferdinand III of Castile,A,Was the Alcazaba of Málaga commissioned by the Hammudid dynasty?,Was the Alcazaba of Málaga commissioned by King Ferdinand III of Castile?,What is a notable feature of the Alcazaba of Málaga?,What structure was commissioned by the Hammudid dynasty?,Who was the ruler that commissioned the Alcazaba of Málaga?,Badis ben Habus,Which dynasty did the ruler who commissioned the Alcazaba of Málaga belong to?,Zirid dynasty,In which region did the dynasty that the ruler who commissioned the Alcazaba of Málaga belong to primarily rule?,Al-Andalus,During which century did the dynasty that primarily ruled Al-Andalus commission the Alcazaba of Málaga?,11th century,Which major historical event occurred in the region of Al-Andalus during the century when the Alcazaba of Málaga was commissioned?,The Reconquista
places_landmark,Skokloster Castle,architect,Caspar Vogel,Who does Skokloster Castle architect?,Nicodemus Tessin the Elder,0.0,"['Caspar Vogel', 'Nicodemus Tessin the Elder', 'Jean de la Vallée', 'Simon de la Vallée']",Who is the architect of Skokloster Castle?,A. Nicodemus Tessin the Elder  B. Jean de la Vallée  C. Simon de la Vallée  D. Caspar Vogel,D,Is Caspar Vogel the architect of Skokloster Castle?,Is Nicodemus Tessin the Elder the architect of Skokloster Castle?,In which country is Skokloster Castle located?,Which castle was designed by Caspar Vogel?,Who was the mentor of the architect of Skokloster Castle?,Nicodemus Tessin the Elder,Which famous building was designed by the mentor of the architect of Skokloster Castle?,Drottningholm Palace,In which city is the famous building designed by the mentor of the architect of Skokloster Castle located?,Stockholm,Which body of water is closest to the city where the famous building designed by the mentor of the architect of Skokloster Castle is located?,Lake Mälaren,Which country is home to the body of water closest to the city where the famous building designed by the mentor of the architect of Skokloster Castle is located?,Sweden
places_landmark,Radcliffe Camera,named after,John Radcliffe,Who was Radcliffe Camera named after?,Radcliffe Camera,0.0,"['John Radcliffe', 'Radcliffe Camera', 'Isaac Newton', 'Christopher Wren']",After whom was the Radcliffe Camera named?,A. Isaac Newton  B. Radcliffe Camera  C. John Radcliffe  D. Christopher Wren,C,Was the Radcliffe Camera named after John Radcliffe?,Was the Radcliffe Camera named after Radcliffe Camera?,What is the architectural style of the Radcliffe Camera?,What building is named after John Radcliffe?,Who was the Radcliffe Camera named after?,John Radcliffe,What was the profession of the person after whom the Radcliffe Camera was named?,Physician,Which university did the physician after whom the Radcliffe Camera was named attend?,University of Oxford,In which city is the university located that the physician after whom the Radcliffe Camera was named attended?,Oxford,In which country is the city located where the university is situated that the physician after whom the Radcliffe Camera was named attended?,United Kingdom
places_landmark,One World Trade Center,shape,antiprism,What does One World Trade Center shape?,Spire,0.0,"['antiprism', 'Spire', 'Pyramid', 'Cylinder']",What is the shape of One World Trade Center?,A. Spire  B. antiprism  C. Cylinder  D. Pyramid,B,Is the shape of One World Trade Center an antiprism?,Is the shape of One World Trade Center a Spire?,What is the height of One World Trade Center?,Which building has the shape of an antiprism?,What is the architectural style of the building that has the shape of One World Trade Center?,Contemporary modern,Who is the architect of the building that has the architectural style of the One World Trade Center?,David Childs,Which architectural firm is associated with the architect of the building that has the architectural style of the One World Trade Center?,"Skidmore, Owings & Merrill",In which city is the architectural firm located that is associated with the architect of the building that has the architectural style of the One World Trade Center?,Chicago,In which state is the city located where the architectural firm associated with the architect of the building that has the architectural style of the One World Trade Center is situated?,Illinois
places_landmark,Jemaa el-Fnaa,country,Morocco,What is the country of Jemaa el-Fnaa?,Marrakech,0.0,"['Morocco', 'Marrakech', 'Algeria', 'Tunisia']",Which country is Jemaa el-Fnaa located in?,A. Tunisia  B. Algeria  C. Marrakech  D. Morocco,D,Is the country of Jemaa el-Fnaa Morocco?,Is the country of Jemaa el-Fnaa Marrakech?,What is a famous square in Jemaa el-Fnaa?,What landmark in Morocco is known as Jemaa el-Fnaa?,What is the capital city of the country where Jemaa el-Fnaa is located?,Rabat,Which river flows through the capital city of the country where Jemaa el-Fnaa is located?,Bou Regreg,What is the name of the Atlantic Ocean port city near the river that flows through the capital city of the country where Jemaa el-Fnaa is located?,Salé,Which historical landmark is located in the Atlantic Ocean port city near the river that flows through the capital city of the country where Jemaa el-Fnaa is located?,Great Mosque of Salé,In which century was the historical landmark located in the Atlantic Ocean port city near the river that flows through the capital city of the country where Jemaa el-Fnaa is located built?,12th century
places_landmark,Örebro Castle,architectural style,Romanesque architecture,What is the architectural style of Örebro Castle?,Gothic Revival,0.0,"['Romanesque architecture', 'Gothic Revival', 'Baroque architecture', 'Renaissance architecture']",Which architectural style characterizes Örebro Castle?,A. Baroque architecture  B. Romanesque architecture  C. Renaissance architecture  D. Gothic Revival,B,Is the architectural style of Örebro Castle Romanesque architecture?,Is the architectural style of Örebro Castle Gothic Revival?,In which country is Örebro Castle located?,Which castle is known for its Romanesque architecture?,Who was the architect of the Örebro Castle's architectural style?,Unknown,"Which country is the Örebro Castle, known for its architectural style, located in?",Sweden,What is the capital city of the country where Örebro Castle is located?,Stockholm,Which famous museum is located in the capital city of the country where Örebro Castle is situated?,Vasa Museum,What is the name of the ship that is the main exhibit in the famous museum located in the capital city of the country where Örebro Castle is situated?,Vasa
places_landmark,Galapagos Islands,highest point,Volcán Wolf,Who is the highest point of Galapagos Islands?,Pinnacle,0.0,"['Volcán Wolf', 'Pinnacle', 'Sierra Negra', 'Darwin Island']",What is the name of the highest point in the Galapagos Islands?,A. Sierra Negra  B. Volcán Wolf  C. Pinnacle  D. Darwin Island,B,Is Volcán Wolf the highest point of the Galapagos Islands?,Is Pinnacle the highest point of the Galapagos Islands?,What is a famous species found in the Galapagos Islands?,Where is Volcán Wolf the highest point?,What is the name of the highest point on the Galapagos Islands?,Wolf Volcano,On which island is the highest point of the Galapagos Islands located?,Isabela Island,Which ocean surrounds the island that contains the highest point of the Galapagos Islands?,Pacific Ocean,Which country has sovereignty over the islands that are surrounded by the Pacific Ocean and contain the highest point of the Galapagos Islands?,Ecuador,What is the capital city of the country that has sovereignty over the islands containing the highest point of the Galapagos Islands?,Quito
places_landmark,Årsta Castle,architectural style,Baroque,What is the architectural style of Årsta Castle?,Renaissance,0.0,"['Baroque', 'Renaissance', 'Gothic', 'Neoclassical']",Which architectural style characterizes Årsta Castle?,A. Neoclassical  B. Gothic  C. Baroque  D. Renaissance,C,Is the architectural style of Årsta Castle Baroque?,Is the architectural style of Årsta Castle Renaissance?,In which country is Årsta Castle located?,Which castle is known for its Baroque architectural style?,Who was the architect of the Årsta Castle?,Carl Hårleman,Which other famous building was designed by the architect of Årsta Castle?,Uppsala University Library,In which city is the famous building located that was designed by the architect of Årsta Castle?,Uppsala,In which country is the city located where the famous building designed by the architect of Årsta Castle is situated?,Sweden,What is the official language of the country where the city is located that contains the famous building designed by the architect of Årsta Castle?,Swedish
places_landmark,Topkapı Palace,operator,Directorate of National Palaces,What is the operator of Topkapı Palace?,Sultan,0.0,"['Directorate of National Palaces', 'Sultan', 'Ministry of Culture', 'Istanbul Municipality']",Who manages the operations of Topkapı Palace?,A. Istanbul Municipality  B. Ministry of Culture  C. Sultan  D. Directorate of National Palaces,D,Is the Directorate of National Palaces the operator of Topkapı Palace?,Is the Sultan the operator of Topkapı Palace?,What is a famous architectural feature of Topkapı Palace?,What palace is operated by the Directorate of National Palaces?,What is the name of the organization that operates the Topkapı Palace?,Ministry of Culture and Tourism of Turkey,Who is the current minister of the organization that operates the Topkapı Palace?,Mehmet Nuri Ersoy,Which university did the current minister of the organization that operates the Topkapı Palace attend?,Istanbul University,In which city is the university located that the current minister of the organization that operates the Topkapı Palace attended?,Istanbul,In which country is the city located where the university that the current minister of the organization that operates the Topkapı Palace attended is situated?,Turkey
places_landmark,Drottningholm Palace,commissioned by,Hedvig Eleonora of Holstein-Gottorp,Who was Drottningholm Palace commissioned by?,King Adolf Fredrik,0.0,"['Hedvig Eleonora of Holstein-Gottorp', 'King Adolf Fredrik', 'Queen Christina', 'Charles XI']",Who ordered the construction of Drottningholm Palace?,A. Hedvig Eleonora of Holstein-Gottorp  B. King Adolf Fredrik  C. Charles XI  D. Queen Christina,A,Was Drottningholm Palace commissioned by Hedvig Eleonora of Holstein-Gottorp?,Was Drottningholm Palace commissioned by King Adolf Fredrik?,What is a famous feature of Drottningholm Palace?,Who commissioned Hedvig Eleonora of Holstein-Gottorp to build Drottningholm Palace?,Who was the architect commissioned by the person who commissioned Drottningholm Palace?,Nicodemus Tessin the Elder,What other famous building was designed by the architect who was commissioned by the person who commissioned Drottningholm Palace?,Stockholm Palace,In which city is the other famous building located that was designed by the architect who was commissioned by the person who commissioned Drottningholm Palace?,Stockholm,What is the name of the country where the city is located that contains the other famous building designed by the architect who was commissioned by the person who commissioned Drottningholm Palace?,Sweden,What is the official language of the country where the city is located that contains the other famous building designed by the architect who was commissioned by the person who commissioned Drottningholm Palace?,Swedish
places_landmark,Cotton Merchants' Gate,country,State of Palestine,What is the country of Cotton Merchants' Gate?,Cotton Merchants' Gate is not a real country,0.0,"['State of Palestine', ""Cotton Merchants' Gate is not a real country"", 'Jordan', 'Egypt']",Which country is home to Cotton Merchants' Gate?,A. Jordan  B. State of Palestine  C. Egypt  D. Cotton Merchants' Gate is not a real country,B,Is the country of Cotton Merchants' Gate the State of Palestine?,Is the country of Cotton Merchants' Gate Cotton Merchants' Gate is not a real country?,What is a famous landmark near Cotton Merchants' Gate?,What gate is located in the State of Palestine?,What is the capital city of the country where Cotton Merchants' Gate is located?,Jerusalem,Which famous religious site is located in the capital city of the country where Cotton Merchants' Gate is located?,Western Wall,What is the historical significance of the famous religious site located in the capital city of the country where Cotton Merchants' Gate is located?,"It is a remnant of the Second Temple of Jerusalem, a sacred site in Judaism.","Which empire was responsible for the construction of the Second Temple, a remnant of which is the famous religious site in the capital city of the country where Cotton Merchants' Gate is located?",The Persian Empire,"Who was the ruler of the empire responsible for the construction of the Second Temple, a remnant of which is the famous religious site in the capital city of the country where Cotton Merchants' Gate is located?",Cyrus the Great
places_landmark,Pool of Siloam,country,State of Palestine,What is the country of Pool of Siloam?,Pool of Siloam: Israel,0.0,"['State of Palestine', 'Israel', 'Jordan', 'Lebanon']",Which country is the Pool of Siloam located in?,A. Lebanon  B. State of Palestine  C. Jordan  D. Pool of Siloam: Israel,B,Is the country of Pool of Siloam the State of Palestine?,Is the country of Pool of Siloam Israel?,What is a famous historical site located in the State of Palestine?,What is located in the State of Palestine that is known as the Pool of Siloam?,What is the capital city of the country where the Pool of Siloam is located?,Jerusalem,What is the population of the capital city of the country where the Pool of Siloam is located?,"Approximately 936,425",What is the area in square kilometers of the capital city of the country where the Pool of Siloam is located?,125.1 square kilometers,What is the name of the mayor of the capital city of the country where the Pool of Siloam is located?,Moshe Lion,Which political party does the mayor of the capital city of the country where the Pool of Siloam is located belong to?,Likud
