topic,subject,relation,object,question,output_meta_llama_3_8b_instruct,eval_meta_llama_3_8b_instruct,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_medication,insulin,subject has role,anti-diabetic medication,What is the subject has role of insulin?,Glucose,0.0,"['anti-diabetic medication', 'Glucose', 'hormone', 'enzyme']",What role does insulin play?,A. Glucose  B. hormone  C. anti-diabetic medication  D. enzyme,C,Is the subject has role of insulin anti-diabetic medication?,Is the subject has role of insulin Glucose?,What type of molecule is insulin?,What has the role of anti-diabetic medication?,What is the primary function of the anti-diabetic medication that is the subject has role of insulin?,Regulates blood sugar levels,"Which organ in the human body is primarily responsible for producing the hormone that the anti-diabetic medication, which is the subject has role of insulin, regulates?",Pancreas,"What type of cells in the organ responsible for producing the hormone that the anti-diabetic medication, which is the subject has role of insulin, regulates?",Beta cells,"Which disease is characterized by the dysfunction of the cells in the organ responsible for producing the hormone that the anti-diabetic medication, which is the subject has role of insulin, regulates?",Diabetes mellitus,"What are the two main types of the disease characterized by the dysfunction of the cells in the organ responsible for producing the hormone that the anti-diabetic medication, which is the subject has role of insulin, regulates?",Type 1 and Type 2 diabetes
health_medication,dalteparin,manufacturer,Pfizer,What is the manufacturer of dalteparin?,Bristol-Myers Squibb,0.0,"['Pfizer', 'Bristol-Myers Squibb', 'Novartis', 'Merck']",Who manufactures dalteparin?,A. Merck  B. Pfizer  C. Bristol-Myers Squibb  D. Novartis,B,Is Pfizer the manufacturer of dalteparin?,Is Bristol-Myers Squibb the manufacturer of dalteparin?,What is a common use of dalteparin?,What drug is manufactured by Pfizer?,Where is the headquarters of the manufacturer of dalteparin?,New York City,In which state is the headquarters located of the manufacturer of dalteparin?,New York,In which country is the state located where the headquarters of the manufacturer of dalteparin is situated?,United States,Who is the CEO of the company headquartered in the state where the manufacturer of dalteparin is located?,Albert Bourla,Which university did the CEO of the company headquartered in the state where the manufacturer of dalteparin is located attend for their undergraduate studies?,Aristotle University of Thessaloniki
health_medication,ibritumomab,subject has role,radiopharmaceutical,What is the subject has role of ibritumomab?,Antibody,0.0,"['radiopharmaceutical', 'Antibody', 'Chemotherapy agent', 'Immunosuppressant']",What role does ibritumomab have?,A. Chemotherapy agent  B. Immunosuppressant  C. Antibody  D. radiopharmaceutical,D,Is the subject has role of ibritumomab a radiopharmaceutical?,Is the subject has role of ibritumomab an Antibody?,What is a common use of ibritumomab in medical treatments?,What substance has the role of a radiopharmaceutical?,What is the primary use of the radiopharmaceutical that is the subject has role of ibritumomab?,Cancer treatment,Which type of cancer is primarily treated using the radiopharmaceutical that is the subject has role of ibritumomab?,Non-Hodgkin's lymphoma,What is the common treatment regimen for the type of cancer primarily treated using the radiopharmaceutical that is the subject has role of ibritumomab?,Chemotherapy followed by radioimmunotherapy,What is a common side effect of the treatment regimen for the type of cancer primarily treated using the radiopharmaceutical that is the subject has role of ibritumomab?,Low blood cell counts,What is a common management strategy for the side effect of the treatment regimen for the type of cancer primarily treated using the radiopharmaceutical that is the subject has role of ibritumomab?,Blood transfusions or growth factor injections
health_medication,onasemnogene abeparvovec,manufacturer,Novartis,What is the manufacturer of onasemnogene abeparvovec?,Avrobio,0.0,"['Novartis', 'Avrobio', 'Pfizer', 'Roche']",Who produces onasemnogene abeparvovec?,A. Avrobio  B. Pfizer  C. Roche  D. Novartis,D,Is Novartis the manufacturer of onasemnogene abeparvovec?,Is Avrobio the manufacturer of onasemnogene abeparvovec?,What is the primary use of onasemnogene abeparvovec?,What drug is manufactured by Novartis?,Where is the headquarters of the manufacturer of onasemnogene abeparvovec?,"Basel, Switzerland","Who is the CEO of the company headquartered in Basel, Switzerland, that manufactures onasemnogene abeparvovec?",Vasant Narasimhan,"Which university did the CEO of the company headquartered in Basel, Switzerland, that manufactures onasemnogene abeparvovec attend for their medical degree?",Harvard Medical School,"In which city is the university located where the CEO of the company headquartered in Basel, Switzerland, that manufactures onasemnogene abeparvovec attended for their medical degree?",Boston,"In which state is the city located where the university is situated that the CEO of the company headquartered in Basel, Switzerland, that manufactures onasemnogene abeparvovec attended for their medical degree?",Massachusetts
health_medication,candicidin,produced by,Streptomyces griseus,What was candicidin produced by?,Fermentation,0.0,"['Streptomyces griseus', 'Fermentation', 'Penicillium chrysogenum', 'Aspergillus niger']",By what organism is candicidin produced?,A. Penicillium chrysogenum  B. Streptomyces griseus  C. Aspergillus niger  D. Fermentation,B,Is candicidin produced by Streptomyces griseus?,Is candicidin produced by Fermentation?,What type of compound is candicidin?,What does Streptomyces griseus produce?,What type of organism is Streptomyces griseus that produced candicidin?,Bacterium,What is the habitat of the bacterium Streptomyces griseus that produced candicidin?,Soil,What is a common use of the soil bacterium Streptomyces griseus that produced candicidin?,Antibiotic production,What is the name of another antibiotic produced by the soil bacterium Streptomyces griseus that produced candicidin?,Streptomycin,"What disease is treated by the antibiotic streptomycin, which is produced by the soil bacterium Streptomyces griseus that also produced candicidin?",Tuberculosis
health_medication,phosphatidyl serine,has part(s),carbon,What does phosphatidyl serine have part(s )?,Phosphatidylserine has a serine,0.0,"['carbon', 'Phosphatidylserine has a serine', 'oxygen', 'hydrogen']",What component is found in phosphatidyl serine?,A. Phosphatidylserine has a serine  B. hydrogen  C. oxygen  D. carbon,D,Does phosphatidyl serine have carbon as a part?,Does phosphatidyl serine have Phosphatidylserine has a serine as a part?,What is a common function of phosphatidyl serine in the human body?,What substance contains carbon as a part?,What is the atomic number of the element that phosphatidyl serine has part(s)?,6,Who discovered the element with the atomic number of the element that phosphatidyl serine has part(s)?,Antoine Lavoisier,In which year was the element discovered by the person who discovered the element with the atomic number of the element that phosphatidyl serine has part(s)?,1789,Which country was the person from who discovered the element in the year when the element with the atomic number of the element that phosphatidyl serine has part(s) was discovered?,France,What is the capital of the country where the person who discovered the element in the year when the element with the atomic number of the element that phosphatidyl serine has part(s) was discovered?,Paris
health_medication,chlorine,discoverer or inventor,Carl Wilhelm Scheele,Who is the discoverer or inventor of chlorine?,Svante Arrhenius,0.0,"['Carl Wilhelm Scheele', 'Svante Arrhenius', 'Dmitri Mendeleev', 'Joseph Priestley']",Who discovered or invented chlorine?,A. Carl Wilhelm Scheele  B. Dmitri Mendeleev  C. Joseph Priestley  D. Svante Arrhenius,A,Is Carl Wilhelm Scheele the discoverer or inventor of chlorine?,Is Svante Arrhenius the discoverer or inventor of chlorine?,What is a common use of chlorine in everyday life?,Who was discovered or invented by Carl Wilhelm Scheele?,What is the nationality of the discoverer or inventor of chlorine?,Swedish,In which year was the nationality of the discoverer or inventor of chlorine born?,1742,In which city was the nationality of the discoverer or inventor of chlorine born?,Stralsund,Which country is the city located in where the nationality of the discoverer or inventor of chlorine was born?,Germany,What is the official language of the country where the city is located in which the nationality of the discoverer or inventor of chlorine was born?,German
health_medication,calcium,subject has role,essential medicine,What is the subject has role of calcium?,Bone,0.0,"['essential medicine', 'Bone', 'vitamin supplement', 'dietary mineral']",What role does calcium play?,A. vitamin supplement  B. Bone  C. essential medicine  D. dietary mineral,C,Is the subject has role of calcium essential medicine?,Is the subject has role of calcium Bone?,What is a common dietary source of calcium?,What has the role of essential medicine?,What is a common use of the essential medicine that is the subject has role of calcium?,Treatment of osteoporosis,Which demographic is most commonly affected by the condition treated by the essential medicine that is the subject has role of calcium?,Postmenopausal women,What is a common symptom of the condition that affects the demographic most commonly treated by the essential medicine that is the subject has role of calcium?,Bone fractures,What is a common diagnostic method for detecting the condition that causes the common symptom in the demographic most commonly treated by the essential medicine that is the subject has role of calcium?,Bone density scan (DEXA scan),Which part of the body is typically scanned in the common diagnostic method for detecting the condition that causes the common symptom in the demographic most commonly treated by the essential medicine that is the subject has role of calcium?,Hip and spine
health_medication,chlorine,named after,green,What was chlorine named after?,Sarazen,0.0,"['green', 'Sarazen', 'blue', 'yellow']",Chlorine was named after what?,A. yellow  B. green  C. blue  D. Sarazen,B,Was chlorine named after green?,Was chlorine named after Sarazen?,What is the atomic number of chlorine?,What was green named after?,What is the chemical symbol of the element that chlorine was named after?,Cl,What is the atomic number of the element with the chemical symbol of the element that chlorine was named after?,17,Who discovered the element with the atomic number of the element with the chemical symbol of the element that chlorine was named after?,Carl Wilhelm Scheele,In which year was the element discovered by the person who discovered the element with the atomic number of the element with the chemical symbol of the element that chlorine was named after?,1774,In which country was the element discovered in the year when the element was discovered by the person who discovered the element with the atomic number of the element with the chemical symbol of the element that chlorine was named after?,Sweden
health_medication,Hepatitis B vaccine,discoverer or inventor,Baruch Samuel Blumberg,Who is the discoverer or inventor of Hepatitis B vaccine?,Baruch Blumberg,0.0,"['Baruch Samuel Blumberg', 'Baruch Blumberg', 'Jonas Salk', 'Albert Sabin']",Who invented the Hepatitis B vaccine?,A. Baruch Samuel Blumberg  B. Jonas Salk  C. Albert Sabin  D. Baruch Blumberg,A,Is Baruch Samuel Blumberg the discoverer or inventor of the Hepatitis B vaccine?,Is Baruch Blumberg the discoverer or inventor of the Hepatitis B vaccine?,What is a notable achievement of Baruch Samuel Blumberg?,What did Baruch Samuel Blumberg discover or invent?,What is the nationality of the discoverer or inventor of Hepatitis B vaccine?,American,Which university did the discoverer or inventor of Hepatitis B vaccine attend?,Columbia University,In which city is the university located that the discoverer or inventor of Hepatitis B vaccine attended?,New York City,In which state is the city located where the university that the discoverer or inventor of Hepatitis B vaccine attended is situated?,New York,In which country is the state located where the city is situated that contains the university the discoverer or inventor of Hepatitis B vaccine attended?,United States
health_medication,digestive enzyme,subject has role,digestion,What is the subject has role of digestive enzyme?,Protease,0.0,"['digestion', 'Protease', 'metabolism', 'absorption']",What role does a digestive enzyme play?,A. Protease  B. digestion  C. absorption  D. metabolism,B,Is the role of a digestive enzyme digestion?,Is the role of a digestive enzyme Protease?,What is a common function of digestive enzymes in the human body?,What has the role of digestion?,What is the primary organ involved in the subject has role of digestive enzyme?,stomach,What is the primary function of the organ involved in the subject has role of digestive enzyme?,breaking down food,Which type of cells in the organ are responsible for the primary function involved in the subject has role of digestive enzyme?,parietal cells,What substance do the cells responsible for the primary function in the organ involved in the subject has role of digestive enzyme secrete?,hydrochloric acid,What is the role of the substance secreted by the cells responsible for the primary function in the organ involved in the subject has role of digestive enzyme?,activating pepsinogen to pepsin
health_medication,nicotine replacement therapy,therapeutic area,smoking cessation,What is the therapeutic area of nicotine replacement therapy?,Addiction,0.0,"['smoking cessation', 'Addiction', 'weight loss', 'pain management']",In which therapeutic area is nicotine replacement therapy used?,A. weight loss  B. Addiction  C. smoking cessation  D. pain management,C,Is the therapeutic area of nicotine replacement therapy smoking cessation?,Is the therapeutic area of nicotine replacement therapy Addiction?,What is a common method of administering nicotine replacement therapy?,What therapy is used in the therapeutic area of smoking cessation?,What is a common method used in the therapeutic area of nicotine replacement therapy?,Nicotine patches,What is the primary function of a common method used in the therapeutic area of nicotine replacement therapy?,To reduce withdrawal symptoms,What is a potential side effect of the primary function of a common method used in the therapeutic area of nicotine replacement therapy?,Skin irritation,What is a recommended action to mitigate a potential side effect of the primary function of a common method used in the therapeutic area of nicotine replacement therapy?,Rotate the patch application site,What is a benefit of the recommended action to mitigate a potential side effect of the primary function of a common method used in the therapeutic area of nicotine replacement therapy?,Reduces the risk of skin irritation
health_medication,varicella vaccine,developer,Michiaki Takahashi,Who is the developer of varicella vaccine?,Horton,0.0,"['Michiaki Takahashi', 'Horton', 'Albert Sabin', 'Jonas Salk']",Who developed the varicella vaccine?,A. Albert Sabin  B. Horton  C. Jonas Salk  D. Michiaki Takahashi,D,Is Michiaki Takahashi the developer of the varicella vaccine?,Is Horton the developer of the varicella vaccine?,What disease does the varicella vaccine protect against?,Who was developed by Michiaki Takahashi?,What is the nationality of the developer of the varicella vaccine?,Japanese,In which city was the developer of the varicella vaccine born?,Osaka,Which university did the developer of the varicella vaccine attend?,Osaka University,In which year did the developer of the varicella vaccine graduate from Osaka University?,1954,What was the field of study of the developer of the varicella vaccine at Osaka University?,Medicine
health_medication,hepatitis A vaccine,brand,Twinrix,What is the brand of hepatitis A vaccine?,Havrix,0.0,"['Twinrix', 'Havrix', 'Engerix-B', 'Vaqta']",Which brand is associated with the hepatitis A vaccine?,A. Twinrix  B. Havrix  C. Vaqta  D. Engerix-B,A,Is Twinrix the brand of hepatitis A vaccine?,Is Havrix the brand of hepatitis A vaccine?,What is the primary purpose of the hepatitis A vaccine?,Which vaccine is branded as Twinrix?,Who manufactures the brand of hepatitis A vaccine?,GlaxoSmithKline,Where is the headquarters of the company that manufactures the brand of hepatitis A vaccine located?,"Brentford, United Kingdom",In which country is the headquarters located of the company that manufactures the brand of hepatitis A vaccine?,United Kingdom,What is the official language of the country where the headquarters of the company that manufactures the brand of hepatitis A vaccine is located?,English,What is the currency used in the country where the headquarters of the company that manufactures the brand of hepatitis A vaccine is located?,Pound sterling
health_medication,copper IUD,subject has role,essential medicine,What is the subject has role of copper IUD?,Contraception,0.0,"['essential medicine', 'Contraception', 'antibiotic', 'pain reliever']",What role does the copper IUD serve?,A. pain reliever  B. Contraception  C. essential medicine  D. antibiotic,C,Is the role of the copper IUD essential medicine?,Is the role of the copper IUD Contraception?,What is a common use of copper IUDs?,What has the role of essential medicine?,What organization designates the copper IUD as an essential medicine?,World Health Organization,Where is the headquarters of the organization that designates the copper IUD as an essential medicine?,"Geneva, Switzerland",In which year was the organization that designates the copper IUD as an essential medicine founded?,1948,Who was the first Director-General of the organization that designates the copper IUD as an essential medicine?,Dr. George Brock Chisholm,Which country was the first Director-General of the organization that designates the copper IUD as an essential medicine from?,Canada
